Season,Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
2010,David Eckstein,SDP,LEVEL,35,12,0.16666667,0,2,0.33333333,0.5,0.44444444,0.94444444,0.11111111,0.767857143,0.33333333,-0.002220105,2.61939762,1.128877619,0.450351839,175.7371668,10
2009,Aramis Ramirez,CHC,LEVEL,31,9,0.33333333,0,3,0.5,0.66666667,0.66666667,1.33333334,0.16666667,1.601190455,0.5,-0.003970255,2.968878658,1.885152692,0.598885443,273.9510495,1002
2010,Aramis Ramirez,CHC,LEVEL,32,8,0.25,0.25,1,0.16666667,0.375,0.16666667,0.54166667,0,1.601190455,0.25,-0.000888042,0.397387527,-0.596292474,0.23783786,39.99149892,1002
2014,Aramis Ramirez,MIL,LEVEL,36,6,0,0.16666667,0,0.33333333,0.33333333,0.33333333,0.66666666,0,0.142857143,0.4,-0.001907346,0.644331476,-0.054362514,0.30884699,92.21941004,1002
2010,Christian Bethancourt,ATL,LEVEL,18,420,0.03333333,0.14761905,0.22580645,0.25062657,0.27619048,0.33082707,0.60701755,0.0802005,4.825775453,0.28613569,0.95480898,35.30881735,-15.01600144,0.276317757,70.16183705,10028
2011,Christian Bethancourt,ATL,LEVEL,19,235,0.03404255,0.11489362,0.2962963,0.30316742,0.32340426,0.42986425,0.75326851,0.12669683,5.435804609,0.32307692,-0.175543815,30.27446147,0.887947641,0.335190247,103.0216161,10028
2010,Chris Owings,ARI,LEVEL,18,271,0.03321033,0.18450185,0.18,0.29803922,0.32342007,0.44705882,0.77047889,0.1490196,4.211170793,0.34975369,-1.130393258,36.88723491,3.226324902,0.346788265,109.5847822,10030
2008,Pokey Reese,WSN,LEVEL,35,18,0.11111111,0.05555556,2,0.25,0.33333333,0.4375,0.77083333,0.1875,2.642857143,0.21428571,-0.01280715,2.586840296,0.386178324,0.35076745,117.5482799,1004
2010,Wil Myers,KCR,LEVEL,19,294,0.16326531,0.18707483,0.87272727,0.2892562,0.40816327,0.5,0.90816327,0.2107438,4.840107404,0.33519553,0.656730161,55.50325158,18.98551157,0.413174662,151.9898317,10047
2010,Max Stassi,OAK,LEVEL,19,465,0.09677419,0.30322581,0.31914894,0.22871046,0.31034483,0.37956204,0.68990687,0.15085158,3.096975338,0.31153846,-0.751262238,52.81346299,-4.944187025,0.318381698,91.43977114,10059
2011,Tomas Telis,TEX,LEVEL,20,494,0.03643725,0.0708502,0.51428571,0.29718004,0.32924335,0.42950108,0.75874443,0.13232104,4.257016738,0.30071599,-0.355714869,66.13743497,4.363231432,0.341471753,107.0631933,10067
2010,Jonathan Villar,PHI,LEVEL,19,420,0.06190476,0.2452381,0.25242718,0.2722372,0.33169533,0.35849057,0.6901859,0.08625337,8.161762075,0.36940299,2.180247673,49.43823081,-0.886587983,0.319724324,98.2382689,10071
2017,Jonathan Villar,MIL,LEVEL,26,15,0.06666667,0.2,0.33333333,0.61538462,0.6,0.84615385,1.44615385,0.23076923,4.613761993,0.72727273,-0.41107871,5.144896957,3.378736975,0.613544929,291.3041293,10071
2011,Donald Lutz,CIN,LEVEL,22,506,0.06719368,0.24703557,0.272,0.30107527,0.35770751,0.49247312,0.85018063,0.19139785,4.736285486,0.375,-0.880405683,83.17659779,24.03784764,0.384022076,140.6465263,10154
2009,Mike Trout,LAA,LEVEL,17,20,0.2,0.3,0.66666667,0.26666667,0.42105263,0.26666667,0.6877193,0,0.299107143,0.44444444,-0.006352408,2.77162287,0.363342944,0.350958523,115.0872388,10155
2010,Mike Trout,LAA,LEVEL,18,368,0.125,0.14130435,0.88461538,0.36217949,0.45355191,0.52564103,0.97919294,0.16346154,9.080914918,0.41960784,5.031465423,78.78662168,33.07734166,0.445071997,172.3646088,10155
2010,Nick Franklin,SEA,LEVEL,19,574,0.08710801,0.21428571,0.40650407,0.28070175,0.3513986,0.48538012,0.83677872,0.20467837,7.15236869,0.32791328,0.591257097,91.19407669,19.89753666,0.375474037,127.9081378,10166
2011,Billy Hamilton,CIN,LEVEL,20,610,0.0852459,0.21803279,0.39097744,0.27818182,0.33993399,0.36,0.69993399,0.08181818,9.170485933,0.35971223,12.0967722,73.49570269,2.201952512,0.326442986,103.0885632,10199
2011,Tucker Barnhart,CIN,LEVEL,20,372,0.09946237,0.15860215,0.62711864,0.27300613,0.34417344,0.38650307,0.73067651,0.11349694,3.86828272,0.3197026,-0.19253717,48.10384211,4.626342,0.338021073,110.6407728,10200
2010,Randal Grichuk,LAA,LEVEL,18,214,0.04205607,0.23364486,0.18,0.29207921,0.3271028,0.52970297,0.85680577,0.23762376,8.060725457,0.35616438,0.782239172,34.70687582,8.125935811,0.379642102,130.5705359,10243
2011,Randal Grichuk,LAA,LEVEL,19,131,0.04580153,0.22137405,0.20689655,0.2295082,0.26717557,0.40163934,0.66881491,0.17213114,4.607474608,0.27956989,-0.449930017,13.12616393,-2.18446111,0.299834701,85.73238451,10243
2010,Francisco Arcia,NYY,LEVEL,20,58,0.12068966,0.13793103,0.875,0.31372549,0.39655172,0.39215686,0.78870858,0.07843137,2.666260372,0.37209302,0.201598712,9.042957054,2.093339221,0.369016481,130.1216451,10286
2011,Francisco Arcia,NYY,LEVEL,21,9,0.22222222,0.22222222,1,0.42857143,0.55555556,0.57142857,1.12698413,0.14285714,0.767857143,0.6,-0.00462724,2.428706735,1.30326578,0.510473543,215.8004579,10286
2012,Francisco Arcia,NYY,LEVEL,22,256,0.08203125,0.17578125,0.46666667,0.24553571,0.31889764,0.38392857,0.70282621,0.13839286,3.270238647,0.28089888,-1.171563428,30.17629413,-1.777370649,0.324041386,94.43766259,10286
2010,Hector Sanchez,SFG,LEVEL,20,341,0.08211144,0.14662757,0.56,0.27419355,0.33628319,0.39354839,0.72983158,0.11935484,2.055387477,0.31372549,-0.827995756,43.97134611,3.112386095,0.334224579,107.6173894,10289
2010,Adrian Nieto,WSN,LEVEL,20,203,0.11330049,0.21674877,0.52272727,0.1954023,0.29145729,0.25287356,0.54433085,0.05747126,3.252557178,0.24806202,0.204375418,15.32776174,-8.995900672,0.265269953,63.01584639,10294
2011,Adrian Nieto,WSN,LEVEL,21,107,0.08411215,0.28971963,0.29032258,0.25510204,0.31775701,0.44897959,0.7667366,0.19387755,4.090437768,0.34375,-0.025449819,14.48069986,1.10045739,0.343276673,108.2244951,10294
2012,Adrian Nieto,WSN,LEVEL,22,299,0.11705686,0.21404682,0.546875,0.25680934,0.34563758,0.39299611,0.73863369,0.13618677,2.971723718,0.31413613,-0.415089972,39.68830673,2.367424818,0.34271366,106.3434321,10294
2010,Eury Perez,WSN,LEVEL,20,491,0.04684318,0.15071283,0.31081081,0.29908676,0.34468085,0.38127854,0.72595939,0.08219178,8.766459497,0.35359116,7.382519601,63.75951701,4.927407427,0.335396429,108.375371,10299
2011,Oswaldo Arcia,MIN,LEVEL,20,81,0.11111111,0.19753086,0.5625,0.35211268,0.41975309,0.70422535,1.12397844,0.35211267,6.455664779,0.39215686,-0.454826189,19.90768486,10.44080984,0.490787243,210.2878174,10306
2011,Danny Ortiz,MIN,LEVEL,21,514,0.07198444,0.18677043,0.38541667,0.23931624,0.29434698,0.39102564,0.68537262,0.1517094,4.917088976,0.27717391,-0.834638785,55.95529006,-4.118460096,0.311197748,93.14432662,10317
2012,Danny Ortiz,MIN,LEVEL,22,94,0.04255319,0.15957447,0.26666667,0.29885057,0.33695652,0.4137931,0.75074962,0.11494253,2.785934705,0.34285714,-1.129219742,12.77580789,1.422299628,0.34373693,112.5274021,10317
2010,Danny Santana,MIN,LEVEL,19,144,0.04861111,0.27777778,0.175,0.23846154,0.28873239,0.31538462,0.60411701,0.07692308,7.996075713,0.33695652,0.247159342,12.11749628,-5.76874373,0.281290864,67.74758849,10322
2011,Danny Santana,MIN,LEVEL,20,409,0.06112469,0.2396088,0.25510204,0.24657534,0.29824561,0.37260274,0.67084835,0.1260274,7.755443737,0.31320755,-1.50236461,43.50415754,-4.297717583,0.307924614,91.00931172,10322
2011,Rafael Ortega,COL,LEVEL,20,519,0.0539499,0.1734104,0.31111111,0.29436326,0.33463035,0.43841336,0.77304371,0.1440501,7.585148812,0.34375,-2.027587861,71.43184841,6.531419999,0.34613529,110.0637548,10323
2010,Marcell Ozuna,FLA,LEVEL,19,27,0.07407407,0.37037037,0.2,0.16,0.22222222,0.28,0.50222222,0.12,2.017857143,0.21428571,0.000420713,1.408660273,-1.82650665,0.235163294,43.54212029,10324
2011,Marcell Ozuna,FLA,LEVEL,20,552,0.08333333,0.2192029,0.38016529,0.26612903,0.32967033,0.48185484,0.81152517,0.21572581,6.998707871,0.3079096,2.387341205,81.94564457,12.91859932,0.359581664,118.7152721,10324
2010,Ramon Cabrera,PIT,LEVEL,20,372,0.05913978,0.11290323,0.52380952,0.26900585,0.31165312,0.34210526,0.65375838,0.07309941,4.892182811,0.30033003,-1.06238634,38.54756089,-6.025850041,0.301547519,86.48106592,10327
2010,Rey Fuentes,BOS,LEVEL,19,414,0.06038647,0.21014493,0.28735632,0.27005348,0.32762836,0.37700535,0.70463371,0.10695187,8.851951881,0.33802817,6.321007477,50.16705266,0.561159854,0.324196893,101.1312363,10329
2010,Slade Heathcott,NYY,LEVEL,19,351,0.11965812,0.28774929,0.41584158,0.25838926,0.3591954,0.35234899,0.71154439,0.09395973,6.265469482,0.38071066,-1.167493365,45.43094156,3.373771567,0.334849912,108.0218702,10336
2011,Slade Heathcott,NYY,LEVEL,20,237,0.08016878,0.24050633,0.33333333,0.27142857,0.34188034,0.41904762,0.76092796,0.14761905,6.637156051,0.35333333,-1.920913493,32.56772079,2.931108966,0.345865489,109.8901622,10336
2015,Slade Heathcott,NYY,LEVEL,24,9,0,0,0,0.22222222,0.22222222,0.22222222,0.44444444,0,0.142857143,0.22222222,-0.00466996,0.253879721,-0.80631127,0.206806448,23.94660236,10336
2010,Scooter Gennett,MIL,LEVEL,20,526,0.05893536,0.1730038,0.34065934,0.30912863,0.35440613,0.4626556,0.81706173,0.15352697,6.260129066,0.3626943,1.004089318,80.83592264,15.50146262,0.368927273,123.7263193,10339
2015,Scooter Gennett,MIL,LEVEL,25,15,0.06666667,0,1,0.30769231,0.33333333,0.46153846,0.79487179,0.15384615,5.186965247,0.28571429,0.197417834,2.027143062,0.349858076,0.352201732,120.8585946,10339
2011,Gift Ngoepe,PIT,LEVEL,21,93,0.07526882,0.15053763,0.5,0.30588235,0.35869565,0.45882353,0.81751918,0.15294118,5.73929733,0.34782609,-0.736212285,14.49353792,2.863981382,0.368769404,124.6267463,10340
2010,John Ryan Murphy,NYY,LEVEL,19,374,0.09625668,0.17112299,0.5625,0.25454545,0.32707775,0.37575758,0.70283533,0.12121213,3.821910138,0.29166667,-1.279834062,45.31316518,0.500112256,0.324173333,101.1159968,10346
2011,John Ryan Murphy,NYY,LEVEL,20,277,0.06859206,0.13718412,0.5,0.296875,0.34296029,0.45703125,0.79999154,0.16015625,2.987430631,0.3271028,0.324807358,40.60821606,5.969644442,0.357279587,117.2340953,10346
2010,Mike Ohlman,BAL,LEVEL,19,132,0.12121212,0.25757576,0.47058824,0.17431193,0.28461538,0.28440367,0.56901905,0.11009174,3.602765535,0.22368421,0.202440138,10.67793127,-5.138440348,0.2722209,67.51188912,10347
2011,Mike Ohlman,BAL,LEVEL,20,431,0.11136891,0.22273782,0.5,0.224,0.32018561,0.30666667,0.62685228,0.08266667,2.62229549,0.28880866,-0.806874793,42.7060084,-11.19010846,0.298224674,79.23763509,10347
2012,Mike Ohlman,BAL,LEVEL,21,209,0.15789474,0.1291866,1.22222222,0.30409357,0.41148325,0.45614035,0.8676236,0.15204678,3.45051132,0.34246575,-0.718186689,37.00483353,10.9176619,0.398401056,141.8506922,10347
2010,Domingo Santana,PHI,LEVEL,17,202,0.14356436,0.37623762,0.38157895,0.18181818,0.32178218,0.2969697,0.61875188,0.11515152,4.04984729,0.30681818,-1.501320628,20.80266173,-3.401179685,0.300723035,85.94776909,10348
2011,Domingo Santana,PHI,LEVEL,18,391,0.06649616,0.30690537,0.21666667,0.26857143,0.34526854,0.43428571,0.77955425,0.16571428,5.483623941,0.39013453,0.25780948,55.56024297,6.666085923,0.351683786,113.6337066,10348
2011,Domingo Santana,HOU,LEVEL,18,76,0.07894737,0.19736842,0.4,0.38235294,0.44736842,0.66176471,1.10913313,0.27941177,3.628790008,0.4375,0.171079754,19.13156604,9.627842417,0.487945948,201.3060017,10348
2016,Domingo Santana,MIL,LEVEL,23,28,0.14285714,0.17857143,0.8,0.17391304,0.32142857,0.30434783,0.6257764,0.13043479,2.19642858,0.17647059,0.001863128,2.920621398,-0.122726587,0.310186957,95.96738238,10348
2010,Tommy Joseph,SFG,LEVEL,18,473,0.05496829,0.24524313,0.22413793,0.23623853,0.28964059,0.40137615,0.69101674,0.16513762,1.677149205,0.28338762,0.00807769,52.9916515,-3.683680139,0.312399483,93.50038186,10349
2016,Daniel Fields,LAD,LEVEL,25,19,0.05263158,0.31578947,0.16666667,0.22222222,0.26315789,0.38888889,0.65204678,0.16666667,1.080357143,0.27272727,0.000931564,1.890614648,-0.174514341,0.303573097,91.54947017,10390
2010,Wilfredo Tovar,NYM,LEVEL,18,173,0.04624277,0.06936416,0.66666667,0.28125,0.32748538,0.34375,0.67123538,0.0625,2.631691729,0.30405405,-1.284209477,19.45827887,-1.270753627,0.312970441,93.86969157,10416
2011,Wilfredo Tovar,NYM,LEVEL,19,553,0.079566,0.09584087,0.83018868,0.25050916,0.31818182,0.31771894,0.63590076,0.06720978,5.341134005,0.2731377,-1.093083964,54.19881303,-14.95328121,0.296885879,78.37624243,10416
2010,Mychal Givens,BAL,LEVEL,20,27,0.18518519,0.14814815,1.25,0.22222222,0.44444444,0.22222222,0.66666666,0,2.898880337,0.26666667,-0.216606296,3.917262426,0.682095504,0.355043813,121.0837808,10430
2011,Mychal Givens,BAL,LEVEL,21,235,0.04680851,0.14893617,0.31428571,0.1952381,0.25974026,0.22857143,0.48831169,0.03333333,4.176894514,0.23163842,-1.475894999,11.48944749,-17.89706634,0.235838307,39.09768801,10430
2012,Mychal Givens,BAL,LEVEL,22,388,0.10051546,0.12628866,0.79591837,0.24332344,0.32984293,0.30563798,0.63548091,0.06231454,4.059564749,0.27874564,-1.362459977,40.15263903,-8.277134147,0.305960538,82.90899667,10430
2010,Jon Singleton,PHI,LEVEL,18,450,0.13777778,0.16444444,0.83783784,0.28989362,0.39333333,0.4787234,0.87205673,0.18882978,4.265444726,0.32312925,-1.112205218,78.52657356,24.60712485,0.393003173,145.6368258,10441
2013,Jon Singleton,HOU,LEVEL,21,25,0.16,0.2,0.8,0.28571429,0.4,0.80952381,1.20952381,0.52380952,2.19642858,0.23076923,-0.0112087,6.622723057,3.660398103,0.516859486,223.565043,10441
2011,Enrique Hernandez,HOU,LEVEL,19,249,0.12449799,0.13253012,0.93939394,0.24651163,0.34146341,0.3255814,0.66704481,0.07906977,2.108561569,0.28333333,-0.953661537,28.30210988,-2.835089878,0.316342561,90.89484636,10472
2011,Cheslor Cuthbert,KCR,LEVEL,18,342,0.10526316,0.19005848,0.55384615,0.26666667,0.34502924,0.39666667,0.74169591,0.13,3.189533694,0.31168831,0.221741058,45.37329911,5.402049004,0.342427221,113.5148363,10473
2012,Hunter Cervenka,BOS,LEVEL,22,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,-100,10510
2011,Rocky Gale,SDP,LEVEL,23,101,0.05940594,0.22772277,0.26086957,0.26666667,0.31,0.33333333,0.64333333,0.06666666,1.799552706,0.33333333,-0.459312067,9.958091968,-1.846283062,0.297729712,84.35933239,10533
2011,Derek Dietrich,TBR,LEVEL,21,539,0.07050093,0.23747681,0.296875,0.27708333,0.34572491,0.50208333,0.84780824,0.225,4.292340468,0.33134328,-2.093217805,87.36629325,24.37066809,0.381016886,138.6862866,10542
2010,Rico Noel,SDP,LEVEL,21,52,0.09615385,0.15384615,0.625,0.13636364,0.26923077,0.18181818,0.45104895,0.04545454,8.035697429,0.16666667,0.594227736,2.506917395,-3.952002607,0.23599329,38.81325971,10585
2011,Rico Noel,SDP,LEVEL,22,441,0.08390023,0.17006803,0.49333333,0.25333333,0.34498834,0.34666667,0.69165501,0.09333334,8.663306281,0.30872483,8.136482141,53.74410189,2.202226763,0.328258345,104.2726943,10585
2010,Joey Terdoslavich,ATL,LEVEL,21,85,0.05882353,0.21176471,0.27777778,0.3164557,0.36470588,0.43037975,0.79508563,0.11392405,0.976190455,0.40983607,0.001851137,12.94034452,2.755559765,0.364276409,127.0556505,10593
2015,Joey Terdoslavich,ATL,LEVEL,26,15,0.06666667,0.13333333,0.5,0.38461538,0.46666667,0.46153846,0.92820513,0.07692308,0.55952383,0.45454545,-0.01400988,3.044758793,1.277773809,0.435602736,172.3137899,10593
2011,Bryce Brentz,BOS,LEVEL,22,186,0.07526882,0.18817204,0.4,0.35882353,0.41397849,0.64705882,1.06103731,0.28823529,6.37459228,0.40322581,-0.532838952,43.33011328,20.07100021,0.464612511,186.2930592,10607
2011,David Freitas,WSN,LEVEL,22,516,0.15891473,0.16860465,0.94252874,0.28805621,0.40891473,0.44964871,0.85856344,0.1615925,2.157625031,0.33536585,-0.228951274,90.98939513,26.4641137,0.394238138,141.013558,10619
2011,Zach Walters,ARI,LEVEL,21,412,0.10194175,0.23300971,0.4375,0.30193906,0.37652812,0.48476454,0.86129266,0.18282548,6.742828283,0.38610039,-1.894771448,69.6988256,21.54632547,0.390306893,144.7460161,10622
2011,Carlos Perez,TOR,LEVEL,20,429,0.08624709,0.17249417,0.5,0.25587467,0.32009346,0.35509138,0.67518484,0.09921671,6.328205236,0.30448718,0.176296925,47.05785868,-3.081516443,0.31228588,93.85409883,10642
2012,Carlos Perez,TOR,LEVEL,21,319,0.10971787,0.11912226,0.92105263,0.27472527,0.35759494,0.44688645,0.80448139,0.17216118,5.722999608,0.29787234,-0.383506387,48.16896798,9.639509082,0.363076717,125.0185426,10642
2010,Rob Brantly,DET,LEVEL,20,217,0.10599078,0.10138249,1.04545455,0.25531915,0.35185185,0.33510638,0.68695823,0.07978723,3.898635497,0.28484848,-0.497289324,26.45676516,-0.496804845,0.32889743,98.15681246,10655
2011,Rob Brantly,DET,LEVEL,21,317,0.07570978,0.12302839,0.61538462,0.3028169,0.36624204,0.44014085,0.80638289,0.13732395,3.347446598,0.33054393,-0.582422067,48.21102623,11.16165114,0.367893991,130.1264221,10655
2011,Gio Urshela,CLE,LEVEL,19,529,0.02646503,0.13043478,0.20289855,0.23762376,0.26185958,0.34653465,0.60839423,0.10891089,4.224118232,0.2575406,0.408606191,43.83844546,-17.9884297,0.277103489,70.90516114,10681
2010,Ryan LaMarre,CIN,LEVEL,21,263,0.07984791,0.20152091,0.39622642,0.28193833,0.37022901,0.39647577,0.76670478,0.11453744,6.012332549,0.34502924,0.5229824,38.41381256,5.746582549,0.359322675,117.5912759,10700
2011,Arismendy Alcantara,CHC,LEVEL,19,390,0.04102564,0.19487179,0.21052632,0.27100271,0.30310881,0.35230352,0.65541233,0.08130081,5.619064059,0.33676976,-1.847450905,39.57307767,-6.008172451,0.301500199,86.81876334,10711
2011,Corey Dickerson,COL,LEVEL,22,436,0.08944954,0.22706422,0.39393939,0.28198433,0.35632184,0.62924282,0.98556466,0.34725849,6.426208986,0.29571984,-0.919853769,87.27869967,32.75733784,0.423874188,160.0816574,10762
2011,Lane Adams,KCR,LEVEL,21,172,0.08139535,0.25581395,0.31818182,0.23026316,0.3,0.32236842,0.62236842,0.09210526,7.395597083,0.31192661,0.505769217,16.17244103,-3.930059026,0.291736267,80.44989919,10767
2012,Lane Adams,KCR,LEVEL,22,291,0.07216495,0.16494845,0.4375,0.29770992,0.34948097,0.4351145,0.78459547,0.13740458,7.407168704,0.342723,1.639551067,42.23561465,7.088051836,0.355564477,120.1665529,10767
2010,Carlos Guillen,DET,LEVEL,34,7,0.14285714,0,1,0.33333333,0.42857143,0.33333333,0.76190476,0,0.142857143,0.33333333,-0.001332063,1.08567058,0.21620058,0.370711148,124.8657895,1079
2010,Tyler Saladino,CHW,LEVEL,20,198,0.11111111,0.22222222,0.5,0.30909091,0.39690722,0.44242424,0.83933146,0.13333333,5.921431151,0.40163934,-0.030183451,33.29181972,9.567262291,0.384793194,140.32641,10807
2018,Tyler Saladino,MIL,LEVEL,28,11,0.27272727,0.18181818,1.5,0,0.27272727,0,0.27272727,0,0.142857143,0,-0.00327099,0.209265861,-1.058165152,0.19735772,16.51102574,10807
2011,Jurickson Profar,TEX,LEVEL,18,516,0.12596899,0.12209302,1.03174603,0.28604651,0.39019608,0.49302326,0.88321934,0.20697675,7.632008627,0.3091922,0.51617054,91.45554916,26.93026773,0.395360964,141.7359942,10815
2015,Jurickson Profar,TEX,LEVEL,22,35,0.02857143,0.25714286,0.11111111,0.27272727,0.31428571,0.39393939,0.7082251,0.12121212,0.21230158,0.34782609,-0.021014821,4.229655792,0.106690828,0.328078519,102.587721,10815
2010,Jedd Gyorko,SDP,LEVEL,21,183,0.10382514,0.16939891,0.61290323,0.28395062,0.36612022,0.38888889,0.75500911,0.10493827,2.611002444,0.34108527,0.17602287,25.9464531,3.216023098,0.353932961,114.1485361,10816
2010,Todd Cunningham,ATL,LEVEL,21,263,0.05323194,0.11406844,0.46666667,0.25974026,0.34099617,0.33766234,0.67865851,0.07792208,6.250936319,0.29353234,-0.26406918,31.25205516,-0.260867079,0.321168179,99.17219013,10822
2010,Cody Stanley,STL,LEVEL,21,5,0,0.4,0,0.25,0.2,1,1.2,0.75,0.142857143,0,0,0.968097286,0.347047286,0.419265985,155.880732,10838
2011,Cody Stanley,STL,LEVEL,22,413,0.0653753,0.22276029,0.29347826,0.26385224,0.31719128,0.42480211,0.74199339,0.16094987,4.417061269,0.31899642,-0.188051291,52.67232827,4.402953142,0.335692114,109.1216286,10838
2011,Rangel Ravelo,CHW,LEVEL,19,174,0.06896552,0.1091954,0.63157895,0.31677019,0.36781609,0.37267081,0.7404869,0.05590062,0.952279682,0.35915493,-0.499388563,23.64296442,1.884439288,0.343954623,108.660694,10839
2012,Rangel Ravelo,CHW,LEVEL,20,327,0.06116208,0.11620795,0.52631579,0.28965517,0.34259259,0.39655172,0.73914431,0.10689655,5.299497826,0.31906615,0.405215232,41.55732499,0.741510992,0.335614252,101.8167247,10839
2013,Rangel Ravelo,CHW,LEVEL,21,67,0.1641791,0.1641791,1,0.22641509,0.36363636,0.30188679,0.66552315,0.0754717,3.379017125,0.27906977,-0.279555387,8.042457492,0.251027287,0.326370474,103.2218384,10839
2006,Darren Ford,MIL,LEVEL,20,566,0.09893993,0.23498233,0.42105263,0.28309572,0.36050725,0.38696538,0.74747263,0.10386966,7.948024756,0.375,7.197132068,77.77288836,9.156143979,0.350189307,113.3438916,109
2007,Darren Ford,MIL,LEVEL,21,254,0.09055118,0.22047244,0.41071429,0.33482143,0.39759036,0.50446429,0.90205465,0.16964286,8.934888813,0.42682927,1.57365245,47.38220372,14.27431967,0.402838115,143.1145634,109
2011,Adam Duvall,SFG,LEVEL,22,513,0.11500975,0.19103314,0.60204082,0.28538283,0.38506876,0.52668213,0.91175089,0.2412993,3.95801058,0.31962025,-1.100382203,93.93481109,29.78467665,0.40265593,146.4296403,10950
2011,Greg Garcia,STL,LEVEL,21,174,0.09770115,0.13793103,0.70833333,0.27333333,0.36046512,0.35333333,0.71379845,0.08,4.838603877,0.32283465,-0.112994892,22.43015881,2.093908754,0.337493178,110.2964349,10951
2010,Phil Gosselin,ATL,LEVEL,21,244,0.10245902,0.20901639,0.49019608,0.29439252,0.3744856,0.39252336,0.76700896,0.09813084,5.631342796,0.37654321,0.153630972,35.72348567,6.487162374,0.356752046,122.1887079,10953
2010,Colin Walsh,STL,LEVEL,20,120,0.16666667,0.16666667,1,0.21428571,0.35833333,0.33673469,0.69506802,0.12244898,7.220829009,0.25,0.549135245,15.27929025,0.374090246,0.33571216,102.5097969,10961
2011,Colin Walsh,STL,LEVEL,21,276,0.1557971,0.1557971,1,0.23913043,0.36,0.37826087,0.73826087,0.13913044,4.707853303,0.27717391,0.240094864,37.76050912,5.503009037,0.347861643,117.0596265,10961
2012,Colin Walsh,STL,LEVEL,22,425,0.14117647,0.15294118,0.92307692,0.31444759,0.41882353,0.52974504,0.94856857,0.21529745,4.895511979,0.34296029,-0.701681032,84.17268115,32.84032996,0.423393618,163.9758928,10961
2011,Ryan O'Rourke,MIN,LEVEL,23,1,0,0,0,0,0,0,0,0,0.142857143,0,0,-0.128381602,-0.245256602,0,-100,10976
2011,Evan Gattis,ATL,LEVEL,24,377,0.066313,0.14058355,0.47169811,0.32248521,0.3856383,0.60059172,0.98623002,0.27810651,3.32726882,0.32830189,-1.45410981,77.86786809,30.72439697,0.431785885,165.1721145,11003
2011,Kevin Kiermaier,TBR,LEVEL,21,459,0.08061002,0.21568627,0.37373737,0.24129353,0.31555556,0.33830846,0.65386402,0.09701493,7.799080762,0.30794702,1.090217317,48.42075855,-5.224866585,0.306776486,90.26040507,11038
2011,Cameron Rupp,PHI,LEVEL,22,368,0.08423913,0.26086957,0.32291667,0.27160494,0.34604905,0.37345679,0.71950584,0.10185185,1.84394408,0.36842105,-0.119151427,46.69867195,0.68064178,0.332792799,101.4790763,11146
2011,Tommy Medica,SDP,LEVEL,23,165,0.1030303,0.2,0.51515152,0.26760563,0.36585366,0.46478873,0.83064239,0.1971831,2.280359789,0.33018868,-0.479952577,26.76196444,7.477589396,0.38115347,138.7753784,11147
2010,Elliot Soto,CHC,LEVEL,20,11,0.09090909,0.09090909,1,0.11111111,0.27272727,0.11111111,0.38383838,0,2.642857143,0.125,-0.001332063,0.399556924,-0.966753076,0.221011547,29.24350434,11155
2011,Elliot Soto,CHC,LEVEL,21,354,0.0480226,0.16384181,0.29310345,0.26100629,0.3090379,0.30188679,0.61092469,0.0408805,3.325190681,0.31679389,-2.236925509,32.37666387,-8.997086236,0.288369977,78.25411955,11155
2010,Ramon Flores,NYY,LEVEL,18,51,0.05882353,0.29411765,0.2,0.25,0.29411765,0.3125,0.60661765,0.0625,3.590151902,0.36363636,0.201009714,4.543834162,-1.567036691,0.28280288,74.35657325,11165
2011,Ramon Flores,NYY,LEVEL,19,534,0.11423221,0.1741573,0.65591398,0.26495726,0.35338346,0.39957265,0.75295611,0.13461539,4.684421568,0.31043956,1.557264133,73.65928843,6.883125093,0.346514525,110.3077577,11165
2014,Yhonathan Barrios,PIT,LEVEL,22,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,-100,11166
2011,Oscar Taveras,STL,LEVEL,19,347,0.09221902,0.14985591,0.61538462,0.38636364,0.44380403,0.58441558,1.02821961,0.19805194,4.306070437,0.44047619,-1.646630315,77.24624107,36.69061596,0.460404868,190.4698568,11173
2011,Mike Freeman,ARI,LEVEL,23,296,0.09121622,0.13175676,0.69230769,0.26070039,0.32989691,0.33463035,0.66452726,0.07392996,6.752850165,0.30044843,2.234465664,32.26060132,-2.334398765,0.311363137,93.25220766,11241
2012,Aaron Barrett,WSN,LEVEL,24,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,-100,11243
2011,Jabari Blash,SEA,LEVEL,21,162,0.2345679,0.2654321,0.88372093,0.21774194,0.40123457,0.34677419,0.74800876,0.12903225,4.413471716,0.30769231,0.079499471,23.88060949,4.946859446,0.361762898,126.1272037,11247
2012,Jabari Blash,SEA,LEVEL,22,471,0.12738854,0.28450106,0.44776119,0.245,0.35456476,0.4325,0.78706476,0.1875,6.554261091,0.32806324,-0.572773567,70.50855919,13.62023587,0.361410019,123.9420589,11247
