Season,Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
2016,Alex Maldonado,TOR,LEVEL,25,3,8,10,1,0,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0.125,sa739627
2014,Greg Zebrack,WSN,LEVEL,23,12,35,43,6,4,1,1,0,7,5,6,0,8,1,0,1,1,2,0,0.17142857,sa739630
2015,Robbie Perkins,COL,LEVEL,21,41,135,152,27,16,9,1,1,11,14,11,0,47,0,1,5,5,3,1,0.2,sa739640
2017,Robbie Perkins,COL,LEVEL,23,29,96,104,18,8,5,1,4,10,12,5,0,30,2,0,1,2,1,2,0.1875,sa739640
2018,Robbie Perkins,COL,LEVEL,24,27,94,98,22,18,2,0,2,6,6,3,0,23,0,0,1,3,1,0,0.23404255,sa739640
2015,Boomer Collins,TOR,LEVEL,26,37,130,146,37,24,8,2,3,17,26,11,0,23,1,4,0,4,5,2,0.28461538,sa739659
2016,Jose Pujols,PHI,LEVEL,20,128,498,549,120,72,21,3,24,67,82,44,5,179,4,3,0,12,5,3,0.24096386,sa739662
2013,Aaron Gates,NYY,LEVEL,23,17,64,66,20,18,1,1,0,5,5,1,0,15,1,0,0,1,0,1,0.3125,sa739689
2015,Kyle Grana,STL,LEVEL,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sa739757
2015,Radley Haddad,NYY,LEVEL,25,43,134,154,28,19,7,1,1,16,14,12,0,44,5,1,2,5,2,0,0.20895522,sa739791
2016,Radley Haddad,NYY,LEVEL,26,8,27,31,8,7,1,0,0,2,2,2,0,7,1,0,1,0,1,0,0.2962963,sa739791
2016,Jhonatan Pena,SDP,LEVEL,22,96,350,368,70,50,11,2,7,26,32,12,1,93,3,3,0,4,1,1,0.2,sa739832
2014,Alexander Melendez,HOU,LEVEL,19,6,12,15,2,2,0,0,0,1,0,2,0,5,0,0,1,1,0,0,0.16666667,sa740143
2013,Brett Teschner,TEX,LEVEL,21,5,19,19,3,1,2,0,0,1,0,0,0,9,0,0,0,0,0,0,0.15789474,sa740158
2013,Cody Ferrell,CLE,LEVEL,23,17,57,64,14,13,1,0,0,3,3,3,0,14,3,0,1,1,0,0,0.24561404,sa740281
2014,Cody Ferrell,CLE,LEVEL,24,48,151,173,30,21,6,0,3,21,11,20,0,40,2,0,0,1,6,3,0.1986755,sa740281
2014,Jairo Beras,TEX,LEVEL,19,110,389,427,94,69,18,0,7,38,33,33,0,133,3,1,1,6,5,4,0.24164524,sa740444
2015,Jairo Beras,TEX,LEVEL,20,88,327,350,95,66,18,2,9,45,43,19,0,88,2,1,1,6,9,4,0.29051988,sa740444
2017,Eudy Ramos,ARI,LEVEL,21,30,119,125,26,23,2,0,1,8,11,4,0,25,1,1,0,6,0,2,0.21848739,sa740555
2018,Eudy Ramos,ARI,LEVEL,22,99,378,406,89,58,17,3,11,34,57,23,0,121,3,2,0,10,1,0,0.23544974,sa740555
2017,Rodrigo Orozco,TOR,LEVEL,22,70,284,330,80,58,19,2,1,42,29,39,0,52,1,3,3,6,8,4,0.28169014,sa740813
2016,Luis Veras,ARI,LEVEL,22,30,108,112,24,18,5,1,0,8,4,2,0,20,1,1,0,1,0,2,0.22222222,sa740961
2014,Sean Smedley,TBR,LEVEL,23,15,44,52,6,6,0,0,0,1,2,8,0,16,0,0,0,4,0,1,0.13636364,sa741156
2015,Sean Smedley,TBR,LEVEL,24,7,21,23,1,1,0,0,0,1,0,2,0,6,0,0,0,0,0,0,0.04761905,sa741156
2018,Raul Wallace,CIN,LEVEL,22,43,134,142,34,25,4,1,4,18,15,5,0,59,0,2,1,0,4,3,0.25373134,sa741552
2014,Steven Halcomb,MIL,LEVEL,23,78,243,276,54,47,6,0,1,19,25,24,0,42,2,4,3,3,3,4,0.22222222,sa741703
2015,Erison Mendez,ATL,LEVEL,23,70,206,231,46,37,8,1,0,16,9,8,0,46,12,1,4,2,1,8,0.22330097,sa743080
2016,Erison Mendez,ATL,LEVEL,24,14,46,50,9,5,3,1,0,3,3,2,0,6,1,0,1,1,0,2,0.19565217,sa743080
2017,Oliver Ortiz,WSN,LEVEL,21,41,136,151,27,17,6,1,3,14,14,10,0,41,2,0,3,3,1,2,0.19852941,sa743087
2018,Oliver Ortiz,WSN,LEVEL,22,8,25,29,3,1,2,0,0,2,2,3,0,7,0,1,0,1,0,0,0.12,sa743087
2019,Ariel Montesino,ATL,LEVEL,23,43,136,157,25,15,8,1,1,9,11,11,1,45,3,4,3,4,6,1,0.18382353,sa745012
2017,Ariel Montesino,MIN,LEVEL,21,45,151,173,28,19,7,2,0,14,5,16,0,40,0,3,3,0,3,3,0.18543046,sa745012
2018,Ariel Montesino,MIN,LEVEL,22,31,98,108,18,11,5,1,1,12,4,7,0,24,1,0,2,3,3,0,0.18367347,sa745012
2015,Marty Herum,ARI,LEVEL,23,129,511,555,155,119,23,6,7,71,79,29,2,77,4,10,1,16,5,5,0.30332681,sa745229
2014,Marty Herum,ARI,LEVEL,22,83,319,336,87,66,12,5,4,41,38,10,0,53,1,4,2,4,2,4,0.27272727,sa745229
2015,Johan Mieses,LAD,LEVEL,19,45,166,181,46,30,10,1,5,16,20,11,0,31,1,3,0,2,7,4,0.27710843,sa747574
2016,Ivan Gonzalez,SEA,LEVEL,20,4,14,15,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,1,0,sa748873
2018,Walter Rasquin,NYM,LEVEL,22,13,47,52,14,9,3,1,1,10,9,3,0,11,1,0,1,2,3,0,0.29787234,sa754712
2019,Walter Rasquin,NYM,LEVEL,23,72,237,263,39,29,4,3,3,24,15,15,0,56,6,0,5,6,8,2,0.16455696,sa754712
2016,Angel Perez,TBR,LEVEL,21,38,137,146,26,23,3,0,0,10,8,6,0,30,1,0,2,5,5,0,0.18978102,sa755474
2014,Michael De Leon,TEX,LEVEL,17,85,336,373,82,69,10,2,1,42,26,28,0,40,1,3,5,5,3,3,0.24404762,sa823925
2015,Michael De Leon,TEX,LEVEL,18,81,306,337,68,54,11,2,1,29,29,23,2,47,1,2,5,4,1,1,0.22222222,sa823925
2016,Eric Meza,LAD,LEVEL,18,65,223,245,51,37,10,0,4,20,24,20,1,48,2,0,0,5,0,1,0.22869955,sa824868
2017,Eric Meza,LAD,LEVEL,19,30,103,114,24,18,5,0,1,3,13,7,0,19,2,2,0,3,0,0,0.23300971,sa824868
2016,Andres Ayon,LAD,LEVEL,21,2,8,8,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.125,sa825763
2017,Jesus Alastre,PHI,LEVEL,20,43,137,148,42,31,9,1,1,20,16,5,0,31,4,0,2,3,4,2,0.30656934,sa826646
2018,Jesus Alastre,PHI,LEVEL,21,17,52,59,12,11,1,0,0,3,3,4,0,10,2,0,1,0,2,1,0.23076923,sa826646
2017,Luis Ayala,CHC,LEVEL,21,114,391,447,110,85,17,5,3,52,42,43,1,86,7,3,3,2,24,15,0.28132992,sa826649
2017,Wladimir Galindo,CHC,LEVEL,20,44,162,177,47,32,11,0,4,21,19,14,0,40,1,0,0,7,1,1,0.29012346,sa826652
2018,Alexander Alvarez,TBR,LEVEL,21,32,118,126,28,19,4,2,3,13,11,5,0,38,0,0,3,3,0,1,0.23728814,sa826656
2017,Eleardo Cabrera,TBR,LEVEL,21,80,279,322,69,52,11,5,1,28,24,21,0,81,14,3,5,8,4,7,0.24731183,sa826658
2018,Eleardo Cabrera,TBR,LEVEL,22,76,259,294,57,43,10,0,4,28,31,26,1,71,4,3,2,6,7,1,0.22007722,sa826658
2016,Anthony Pereira,DET,LEVEL,19,3,13,14,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0.07692308,sa826663
2017,Anthony Pereira,DET,LEVEL,20,126,470,518,118,81,29,1,7,45,64,40,0,84,4,1,3,9,11,3,0.25106383,sa826663
2018,Anthony Pereira,DET,LEVEL,21,46,147,168,29,18,10,0,1,13,11,16,0,32,0,3,2,4,2,2,0.19727891,sa826663
2017,Rene Pinto,TBR,LEVEL,20,70,269,293,76,56,16,2,2,30,36,17,0,41,3,4,0,9,1,0,0.28252788,sa826668
2017,Anthony Jimenez,SEA,LEVEL,21,64,228,256,68,42,17,2,7,43,33,19,0,73,5,2,2,3,24,10,0.29824561,sa826672
2018,Greifer Andrade,SEA,LEVEL,21,39,140,146,31,22,6,0,3,13,20,1,0,48,3,1,1,4,0,1,0.22142857,sa826675
2017,Jose Antequera,PHI,LEVEL,21,33,93,109,18,16,2,0,0,7,14,5,0,19,4,1,6,0,0,0,0.19354839,sa826778
2018,Jose Antequera,PHI,LEVEL,22,54,156,186,41,31,8,0,2,20,15,18,0,33,2,5,5,3,2,6,0.26282051,sa826778
2018,Eugene Helder,SEA,LEVEL,22,102,375,418,90,63,17,3,7,48,44,34,0,64,3,4,2,7,4,0,0.24,sa826786
2014,Bobby Boyd,HOU,LEVEL,21,20,73,82,16,15,0,1,0,9,6,7,0,15,0,0,2,0,6,1,0.21917808,sa827122
2015,Bobby Boyd,HOU,LEVEL,22,117,446,511,126,99,19,7,1,67,36,45,0,103,2,5,13,1,40,12,0.28251121,sa827122
2015,Jeff Gardner,WSN,LEVEL,23,116,403,453,91,57,25,4,5,50,48,38,0,90,5,6,1,11,8,7,0.22580645,sa827127
2016,Jeff Gardner,WSN,LEVEL,24,9,25,28,5,1,1,0,3,4,8,3,0,8,0,0,0,0,0,0,0.2,sa827127
2015,Pat Kelly,MIN,LEVEL,22,95,327,367,72,52,13,4,3,41,30,22,0,78,6,5,6,6,1,3,0.22018349,sa827129
2016,Mark Laird,PHI,LEVEL,23,31,116,139,41,34,6,0,1,21,14,18,0,14,2,1,2,2,5,1,0.35344828,sa827130
2016,Mike Martin,OAK,LEVEL,23,34,121,142,36,32,3,0,1,16,20,14,0,22,1,1,5,2,7,2,0.29752066,sa827131
2017,Mike Martin,OAK,LEVEL,24,73,263,298,79,61,16,1,1,46,27,22,0,41,5,3,3,7,24,4,0.30038023,sa827131
2016,Vinny Siena,NYM,LEVEL,22,66,223,288,65,45,16,4,0,53,13,51,0,66,8,3,3,3,8,1,0.29147982,sa827132
2017,Vinny Siena,NYM,LEVEL,23,22,72,80,14,9,3,2,0,7,6,5,0,30,3,0,0,0,1,0,0.19444444,sa827132
2015,David Armendariz,CLE,LEVEL,23,67,216,242,44,32,11,0,1,24,12,18,0,52,4,1,3,4,5,4,0.2037037,sa827133
2016,David Armendariz,CLE,LEVEL,24,55,210,217,50,31,14,2,3,16,25,4,1,58,2,0,1,7,0,0,0.23809524,sa827133
2015,Austin Bailey,KCR,LEVEL,22,30,110,124,35,20,10,2,3,19,17,10,0,13,3,1,0,3,3,2,0.31818182,sa827134
2016,Joseph Chavez,MIA,LEVEL,23,4,16,17,3,2,1,0,0,2,0,0,0,7,1,0,0,0,0,0,0.1875,sa827135
2016,Kyle Overstreet,SDP,LEVEL,22,11,30,35,8,6,2,0,0,3,2,5,0,5,0,0,0,0,0,0,0.26666667,sa827140
2017,Kyle Overstreet,SDP,LEVEL,23,17,55,67,18,10,6,0,2,10,6,11,0,8,1,0,0,1,0,1,0.32727273,sa827140
2017,Tucker Tubbs,BOS,LEVEL,24,106,369,417,86,53,26,1,6,40,38,40,1,93,6,2,0,5,6,4,0.23306233,sa827145
2015,Trent Woodward,HOU,LEVEL,23,31,102,114,30,27,2,1,0,16,9,10,0,24,1,0,1,3,1,2,0.29411765,sa827146
2016,Mitchell Gunsolus,BOS,LEVEL,23,100,346,405,77,54,12,0,11,37,45,50,1,98,3,3,3,7,4,6,0.22254335,sa827150
2017,Mitchell Gunsolus,BOS,LEVEL,24,112,346,431,71,48,20,1,2,40,26,69,2,141,9,5,2,7,9,1,0.20520231,sa827150
2015,Ryan Plourde,CHW,LEVEL,23,40,105,135,21,15,5,0,1,19,9,27,0,27,2,0,1,2,1,3,0.2,sa827157
2016,Hunter Redman,SDP,LEVEL,23,4,12,15,4,3,1,0,0,0,1,3,0,2,0,0,0,0,0,0,0.33333333,sa827158
2016,Michael Russell,TBR,LEVEL,23,109,396,458,116,75,28,5,8,76,48,45,0,64,13,3,1,10,29,9,0.29292929,sa827159
2016,Austin Byler,ARI,LEVEL,23,50,185,213,48,33,7,4,4,21,18,22,0,72,5,1,0,0,5,4,0.25945946,sa827162
2016,Jake Fincher,CHW,LEVEL,23,11,39,44,10,8,1,1,0,4,5,4,0,9,0,0,1,0,4,0,0.25641026,sa827166
2016,Patrick Mazeika,NYM,LEVEL,22,70,239,293,73,56,14,0,3,34,35,38,0,39,10,5,1,2,2,0,0.30543933,sa827167
2016,Logan Ratledge,PIT,LEVEL,23,85,301,343,72,54,14,0,4,40,23,18,0,48,11,2,11,2,24,11,0.23920266,sa827169
2017,Logan Ratledge,PIT,LEVEL,24,28,107,125,25,17,5,0,3,19,12,15,0,19,1,2,0,1,4,4,0.23364486,sa827169
2015,Casey Gillaspie,TBR,LEVEL,22,64,234,268,65,38,11,0,16,37,44,28,1,43,3,3,0,5,4,0,0.27777778,sa827177
2016,Conner Hale,SEA,LEVEL,23,109,402,432,105,84,13,1,7,51,43,22,1,95,0,4,4,16,3,2,0.26119403,sa827178
2017,Conner Hale,SEA,LEVEL,24,13,47,51,10,5,3,1,1,6,4,4,0,11,0,0,0,2,0,0,0.21276596,sa827178
2014,Max Murphy,MIN,LEVEL,21,32,124,137,30,19,7,0,4,15,15,8,0,40,5,0,0,4,1,1,0.24193548,sa827182
2015,Max Murphy,MIN,LEVEL,22,93,347,388,78,51,15,8,4,54,36,27,0,87,12,2,0,15,8,2,0.22478386,sa827182
2016,Max Murphy,MIN,LEVEL,23,18,63,71,10,7,1,2,0,7,8,6,0,20,2,0,0,3,3,0,0.15873016,sa827182
2016,Josh Anderson,ARI,LEVEL,23,35,122,133,31,23,7,0,1,11,10,6,0,29,4,1,0,1,1,2,0.25409836,sa827186
2014,Branden Cogswell,OAK,LEVEL,21,40,128,151,26,23,2,1,0,14,12,17,0,24,3,1,2,3,3,1,0.203125,sa827188
2015,Gunnar Heidt,TOR,LEVEL,22,54,189,208,34,23,10,1,0,19,18,11,0,46,1,4,3,5,8,3,0.17989418,sa827195
2016,Gunnar Heidt,TOR,LEVEL,23,57,211,241,57,35,15,3,4,29,21,22,0,56,5,1,2,4,13,8,0.27014218,sa827195
2015,Ben Moore,BOS,LEVEL,22,24,94,102,30,21,8,1,0,16,9,5,0,13,1,1,1,0,3,0,0.31914894,sa827201
2017,Orlando Romero,TBR,LEVEL,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sa827251
2015,Skyler Ewing,SFG,LEVEL,22,128,467,535,108,74,26,6,2,51,42,56,0,108,8,4,0,5,2,3,0.23126338,sa827317
2016,Skyler Ewing,SFG,LEVEL,23,74,261,302,63,41,10,2,10,41,34,28,0,69,9,4,0,9,2,1,0.24137931,sa827317
2017,Skyler Ewing,SFG,LEVEL,24,88,297,354,73,38,21,1,13,48,47,36,0,73,18,3,0,9,1,1,0.24579125,sa827317
2017,Richie Fecteau,LAA,LEVEL,23,58,222,246,70,49,11,2,8,29,44,15,2,31,5,3,1,5,2,2,0.31531532,sa827319
2015,Will Maddox,DET,LEVEL,23,13,43,47,17,15,2,0,0,5,1,1,0,6,1,0,2,0,2,2,0.39534884,sa827323
2016,Will Maddox,DET,LEVEL,24,127,511,558,173,146,23,3,1,59,58,32,3,89,5,5,5,9,28,12,0.33855186,sa827323
2017,Bobby Melley,TBR,LEVEL,23,47,159,186,40,31,6,0,3,22,23,22,0,33,2,3,0,4,0,0,0.25157233,sa827324
2016,Tyler Spoon,BOS,LEVEL,23,30,107,116,24,20,2,0,2,11,9,7,0,31,1,1,0,3,1,1,0.22429907,sa827327
2017,Tyler Spoon,BOS,LEVEL,24,19,66,70,21,16,4,1,0,10,8,1,0,8,1,2,0,5,0,0,0.31818182,sa827327
2015,Vicente Conde,NYY,LEVEL,21,89,321,369,85,49,30,0,6,45,32,41,1,74,3,3,1,6,9,5,0.26479751,sa827330
2016,Vicente Conde,NYY,LEVEL,22,28,98,111,29,26,2,1,0,13,9,13,0,26,0,0,0,3,3,0,0.29591837,sa827330
2017,Vicente Conde,NYY,LEVEL,23,22,69,81,9,4,4,0,1,6,3,11,0,23,0,0,1,1,0,0,0.13043478,sa827330
2015,Collin Slaybaugh,NYY,LEVEL,23,53,180,193,52,46,6,0,0,24,11,11,0,29,1,0,1,2,12,1,0.28888889,sa827335
2016,Chris Chinea,STL,LEVEL,22,99,381,411,119,89,24,0,6,40,63,22,1,64,2,4,0,10,1,1,0.31233596,sa827344
2015,Sean McMullen,HOU,LEVEL,23,66,218,259,52,31,13,3,5,28,32,28,0,70,2,7,4,1,6,4,0.23853211,sa827347
2016,Brett Pirtle,DET,LEVEL,25,95,360,408,103,80,21,1,1,55,44,32,2,54,6,3,7,13,10,3,0.28611111,sa827348
2018,Terence Connelly,ARI,LEVEL,24,11,34,42,7,7,0,0,0,2,3,7,0,12,0,1,0,0,2,0,0.20588235,sa827357
2015,Andrew Daniel,LAA,LEVEL,22,69,266,302,70,43,17,2,8,33,43,24,0,61,4,6,2,4,7,4,0.26315789,sa827358
2015,Taylor Gushue,PIT,LEVEL,21,99,360,395,83,57,17,4,5,35,47,25,1,79,5,3,2,9,1,2,0.23055556,sa827360
2016,Bradley Strong,CHW,LEVEL,23,65,216,238,56,41,8,2,5,28,19,17,0,36,1,2,2,1,11,3,0.25925926,sa827365
2015,T.J. White,MIN,LEVEL,23,106,380,447,101,71,22,6,2,45,52,43,0,49,16,7,1,11,13,4,0.26578947,sa827369
2016,Alejandro Salazar,ATL,LEVEL,19,87,312,336,87,78,8,1,0,32,29,12,0,62,1,3,8,5,6,7,0.27884615,sa827937
