Season,Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
2019,Josh Fleming,TBR,LEVEL,23,127.2,6.485622762,1.339422092,4.84210526,0.634463096,0.17794971,0.03675048,0.14119923,0.25656566,1.143600149,0.29949239,0.6744868,3.313307281,3.290447075,0.022860205,3.119875582,20418
2006,Beltran Perez,WSN,LEVEL,24,121.2,7.91504682,2.958896007,2.675,0.591779201,0.20112782,0.07518797,0.12593985,0.26185567,1.372598981,0.32162162,0.74324324,3.106840808,3.36741389,-0.260573083,,2116
2007,Beltran Perez,WSN,LEVEL,25,115.1,4.838164264,2.80925667,1.72222222,1.326593427,0.12204724,0.07086614,0.0511811,0.26980728,1.404628335,0.28092784,0.73324022,4.36995482,5.177850104,-0.807895284,4.898039716,2116
2019,Johan Oviedo,STL,LEVEL,21,113,10.19469027,5.097345133,2,0.716814159,0.24902724,0.12451362,0.12451362,0.27149321,1.628318584,0.36393443,0.66889632,5.654867257,4.13207611,1.522791146,4.331001972,22487
2009,Barry Enright,ARI,LEVEL,23,156,5.942307692,2.134615385,2.78378378,0.923076923,0.15582451,0.05597579,0.09984872,0.27580645,1.333333333,0.30938124,0.73312236,3.980769231,3.889911965,0.090857266,3.609521026,2412
2010,Corey Kluber,SDP,LEVEL,24,122.2,9.97823377,2.934774638,3.4,0.513585562,0.25904762,0.07619048,0.18285714,0.25420168,1.312496435,0.34234234,0.6928839,3.4483602,2.936376644,0.511983555,3.346347499,2429
2009,Lance Lynn,STL,LEVEL,22,126.1,6.981548754,3.633254964,1.92156863,0.356201467,0.18421053,0.09586466,0.08834587,0.24528302,1.32981881,0.29946524,0.73333333,2.92085203,3.542039829,-0.6211878,3.986763159,2520
2011,Eric Surkamp,SFG,LEVEL,23,142.1,10.43328025,2.782208066,3.75,0.316160008,0.28846154,0.07692308,0.21153846,0.21032505,1.081969804,0.29745042,0.80263158,2.023424048,2.581018322,-0.557594274,3.116253334,2540
2011,Robert Carson,NYM,LEVEL,22,128.1,6.381835128,3.8571531,1.65454545,0.981820789,0.15608919,0.09433962,0.06174957,0.29333333,1.628575753,0.33333333,0.64449064,5.049364058,4.765907876,0.283456182,4.834780094,2570
2011,Joel Carreno,TOR,LEVEL,24,134.2,10.15839014,4.544542955,2.23529412,0.801978169,0.26998224,0.12078153,0.14920071,0.20703934,1.247521596,0.27586207,0.75980392,3.408407216,4.093226708,-0.684819491,4.048260957,2746
2011,Jake Brigham,TEX,LEVEL,23,114.1,8.973787081,4.32945868,2.07272727,1.023326597,0.22664016,0.10934394,0.11729622,0.24099099,1.41691375,0.29652997,0.66982409,4.486893541,4.40958324,0.077310301,4.166130389,2851
2012,Jake Brigham,TEX,LEVEL,24,124,8.419354839,3.338709677,2.52173913,1.379032258,0.21886792,0.08679245,0.13207547,0.25523013,1.35483871,0.30029155,0.7394844,4.282258065,4.659132318,-0.376874253,3.830959542,2851
2009,Daniel Moskos,PIT,LEVEL,23,149,4.651006711,3.503355705,1.32758621,0.66442953,0.11975117,0.09020218,0.02954899,0.2746114,1.456375839,0.30142566,0.71290944,3.744966443,4.360785227,-0.615818784,4.228053693,2858
2009,Zach McAllister,NYY,LEVEL,21,121,7.140495868,2.454545455,2.90909091,0.297520661,0.19472617,0.06693712,0.12778905,0.21633554,1.082644628,0.26628895,0.74773414,2.231404959,2.98073087,-0.749325911,3.458507515,2895
2011,Jeff Locke,PIT,LEVEL,23,125,8.208,3.312,2.47826087,0.648,0.21308411,0.08598131,0.1271028,0.24532225,1.312,0.30446927,0.65244668,4.032,3.81806012,0.21393988,3.894672982,2929
2006,Alberto Arias,COL,LEVEL,22,111.2,6.689532281,3.626854851,1.84444444,1.208951617,0.17327766,0.09394572,0.07933194,0.24056604,1.316413983,0.26687117,0.72058824,4.352225821,4.987718044,-0.635492222,,3087
2010,Duane Below,DET,LEVEL,24,126,7.357142857,2.642857143,2.78378378,1.214285714,0.18933824,0.06801471,0.12132353,0.2718254,1.380952381,0.3125,0.6462141,4.928571429,4.435928808,0.492642621,3.917642084,3124
2007,Luis Mendoza,TEX,LEVEL,23,148.2,5.630031938,2.905822936,1.9375,0.665917756,0.14691943,0.07582938,0.07109005,0.25217391,1.298203302,0.28450106,0.68230277,3.934968559,4.09012367,-0.155155111,4.492245884,3126
2009,Graham Godfrey,OAK,LEVEL,24,159.1,6.21340241,2.880759299,2.15686275,0.451883812,0.16034985,0.07434402,0.08600583,0.24363057,1.280337466,0.28431373,0.70570571,3.50209954,3.636927347,-0.134827807,4.131188653,3128
2006,Yorman Bazardo,SEA,LEVEL,21,138.1,5.204832099,2.927718056,1.77777778,0.650604012,0.13582343,0.07640068,0.05942275,0.26915888,1.366268426,0.3011236,0.72282609,3.643382469,4.204629012,-0.561246543,,3143
2007,Marcos Carvajal,NYM,LEVEL,22,119,6.957983193,4.764705882,1.46031746,0.983193277,0.16880734,0.11559633,0.05321101,0.25157233,1.537815126,0.28763441,0.62426384,5.218487395,4.858565437,0.359921958,4.708739323,3216
2012,Josh Stinson,MIL,LEVEL,24,145.1,5.635334315,4.396799301,1.28169014,0.433487255,0.13663664,0.10660661,0.03003003,0.2859589,1.637618519,0.32921811,0.74832776,3.158264286,4.210566336,-1.05230205,4.441354486,3219
2010,Tyler Robertson,MIN,LEVEL,22,144.2,5.661276987,3.546074596,1.59649123,1.057601195,0.13829787,0.08662614,0.05167173,0.3047138,1.645157415,0.33744856,0.65551537,5.412429647,4.961270669,0.451158978,4.632652766,3223
2006,Travis Blackley,SEA,LEVEL,23,144,6.25,2.8125,2.22222222,1.125,0.16286645,0.0732899,0.08957655,0.25090253,1.277777778,0.27752294,0.70195627,4.0625,4.736520905,-0.674020905,,3234
2011,T.J. McFarland,CLE,LEVEL,22,137.1,6.75001675,3.27670716,2.06,0.589807289,0.17457627,0.08474576,0.08983051,0.26266417,1.383498579,0.3111639,0.67245119,3.866514449,4.00714898,-0.140634531,3.828738029,3237
2007,Mitchell Boggs,STL,LEVEL,23,152.1,6.912488111,3.663027888,1.88709677,0.886216425,0.17005814,0.09011628,0.07994186,0.2711039,1.503285639,0.31404959,0.70183486,3.840271173,4.370887971,-0.530616798,4.106102724,3344
2007,Cesar Ramos,SDP,LEVEL,23,163.2,4.949073198,2.364557195,2.09302326,0.824845533,0.13432836,0.0641791,0.07014926,0.24637681,1.197553515,0.26744186,0.73480663,3.409361537,4.19877441,-0.789412873,4.442322965,3357
2006,Juan Morillo,COL,LEVEL,22,140.1,8.465578752,5.130653789,1.65,0.833731241,0.21359223,0.12944984,0.08414239,0.24150943,1.482188872,0.2987013,0.67745197,4.61758841,4.454688253,0.162900158,,3369
2008,Ricky Romero,TOR,LEVEL,23,121.2,5.769847215,4.06848201,1.41818182,0.665751602,0.14444444,0.10185185,0.04259259,0.29018789,1.594516182,0.33163265,0.69370331,4.956150813,4.429788719,0.526362093,4.335544643,3403
2009,Anthony Lerew,KCR,LEVEL,26,152,5.980263158,3.256578947,1.83636364,0.828947368,0.15142429,0.08245877,0.06896552,0.27062706,1.440789474,0.30549898,0.71080818,4.085526316,4.345278253,-0.259751937,4.183059473,3440
2006,Willie Collazo,NYM,LEVEL,26,118.2,5.991556213,1.213479739,4.9375,0.530897386,0.16916488,0.03426124,0.13490364,0.23476298,1.011233116,0.27170868,0.7106599,3.109541832,3.154754781,-0.045212949,,3503
2008,Tony Barnette,ARI,LEVEL,24,153.2,7.789570578,2.459864393,3.16666667,0.995659397,0.20684292,0.06531882,0.1415241,0.23993289,1.203901885,0.28251121,0.72202166,3.865501189,3.889527727,-0.024026538,3.695742201,3555
2006,Jim Johnson,BAL,LEVEL,23,156,7.153846154,3.288461538,2.1754386,0.75,0.183161,0.08419498,0.09896602,0.27093596,1.423076923,0.3220339,0.7122905,4.442307692,3.913902119,0.528405573,,3656
2018,J.D. Martin,TBR,LEVEL,35,124.1,5.139423959,4.343175176,1.18333333,0.723862529,0.1283906,0.1084991,0.0198915,0.26458333,1.504025478,0.29323308,0.72043011,4.487947682,5.029923595,-0.541975913,5.522888946,3685
2009,Graham Taylor,FLA,LEVEL,25,126.2,5.044723574,3.836832014,1.31481481,0.639472002,0.13075506,0.09944751,0.03130755,0.23958333,1.334207017,0.265,0.70133011,3.694727124,4.38336335,-0.688636226,4.337708527,3719
2012,Graham Taylor,MIA,LEVEL,28,147.1,5.253405816,2.076927881,2.52941176,1.099550055,0.13479624,0.05329154,0.0815047,0.28166667,1.377831241,0.30443548,0.74807481,3.970597419,4.338622972,-0.368025553,3.988575426,3719
2007,Mike Hinckley,WSN,LEVEL,24,117.1,5.369333427,4.525581032,1.18644068,1.150571449,0.12658228,0.10669078,0.0198915,0.29958678,1.7386413,0.32581454,0.66839378,5.829562007,5.503291029,0.326270978,5.121742309,3769
2007,Felipe Paulino,HOU,LEVEL,23,112,8.839285714,3.9375,2.24489796,0.482142857,0.22540984,0.10040984,0.125,0.23623853,1.357142857,0.303125,0.68212824,3.616071429,3.33395977,0.282111658,4.018463975,3777
2009,Luis Atilano,WSN,LEVEL,24,114.2,4.787776787,2.119179889,2.25925926,0.941857729,0.12224449,0.05410822,0.06813627,0.30555556,1.482553832,0.33164557,0.73791349,4.159871635,4.253575048,-0.093703413,3.872695885,3802
2012,Matt Buschmann,TBR,LEVEL,28,141,7.085106383,3.063829787,2.3125,0.765957447,0.18845501,0.08149406,0.10696095,0.25515947,1.304964539,0.30243902,0.70205479,3.893617021,3.867454329,0.026162692,3.56969922,3832
2008,Matt Buschmann,SDP,LEVEL,24,148,7.175675676,3.527027027,2.03448276,0.790540541,0.19032258,0.09354839,0.09677419,0.24640288,1.317567568,0.29176471,0.77133479,2.97972973,4.175284692,-1.195554963,4.298010474,3832
2011,Brett Oberholtzer,ATL,LEVEL,21,127.2,6.556118662,2.960827783,2.21428571,0.422975398,0.17448405,0.07879925,0.0956848,0.24285714,1.261093315,0.28900256,0.63151042,3.736282678,3.471100254,0.265182425,4.022290743,3855
2012,Zeke Spruill,ATL,LEVEL,22,161.2,5.901018489,2.560819344,2.30434783,0.445359886,0.15727003,0.06824926,0.08902077,0.25401929,1.26185301,0.29527559,0.64889336,3.674219059,3.440956664,0.233262395,3.687365861,3873
2012,Ethan Martin,LAD,LEVEL,23,118,8.542372881,4.652542373,1.83606557,0.381355932,0.22903885,0.12474438,0.10429447,0.20941176,1.271186441,0.27272727,0.71917808,3.584745763,3.423711091,0.161034672,3.816807523,3877
2008,Joe Martinez,SFG,LEVEL,25,148,6.810810811,2.25,3.02702703,0.364864865,0.18330606,0.06055646,0.1227496,0.22982456,1.135135135,0.27654867,0.69682152,2.493243243,3.090824911,-0.597581668,3.352283116,3935
2007,Doug Mathis,TEX,LEVEL,24,131.2,6.288591319,2.734170139,2.3,0.478479774,0.16457961,0.07155635,0.09302326,0.27237354,1.367085069,0.32048193,0.71917808,3.759483941,3.527946286,0.231537654,3.872253245,3944
2012,Matt Magill,LAD,LEVEL,22,146.1,10.33259809,3.751717165,2.75409836,0.492028481,0.26966292,0.09791332,0.1717496,0.22719141,1.284741033,0.31070496,0.66740823,3.751717165,2.870700918,0.881016248,2.999086401,3950
2012,Allen Webster,LAD,LEVEL,22,121.2,8.654770822,4.216426811,2.05263158,0.0739724,0.21428571,0.1043956,0.10989011,0.25423729,1.454790537,0.33615819,0.68016615,3.550675209,3.152269229,0.39840598,3.65815225,3993
2013,Enny Romero,TBR,LEVEL,22,140.1,7.05464896,4.681721583,1.50684932,0.577198551,0.18518519,0.12289562,0.06228957,0.21194605,1.304041171,0.2525,0.77726218,2.757726412,3.781990814,-1.024264403,4.07570678,4001
2008,Dan Cortes,KCR,LEVEL,21,116.2,8.408547417,4.242845027,1.98181818,1.002854279,0.2193159,0.11066398,0.10865192,0.23732719,1.354281847,0.28846154,0.77807848,3.779989206,4.530686671,-0.750697465,4.537633933,4027
2010,Steve Johnson,BAL,LEVEL,22,145,7.944827586,4.84137931,1.64102564,1.489655172,0.19631902,0.1196319,0.07668712,0.25577265,1.531034483,0.2919708,0.73219659,5.089655172,5.592086443,-0.502431271,5.169916087,4053
2010,Erik Cordier,ATL,LEVEL,24,135.2,7.496295666,4.57738408,1.63768116,0.199016699,0.19550173,0.11937716,0.07612457,0.23015873,1.363632938,0.29123711,0.69429494,3.714978383,3.620044871,0.094933513,4.142293762,4086
2007,Armando Galarraga,TEX,LEVEL,25,127.2,8.036532553,3.313307281,2.42553191,0.986942594,0.2103321,0.08671587,0.12361623,0.25258799,1.323756337,0.30422535,0.76208178,4.018266277,4.235066753,-0.216800477,4.003003223,4222
2008,David Hernandez,BAL,LEVEL,23,141,10.59574468,4.531914894,2.33802817,0.638297872,0.27712855,0.11853088,0.15859767,0.21497121,1.29787234,0.29565217,0.77840909,2.680851064,3.473180671,-0.792329607,3.767450953,4259
2006,Nick Blackburn,MIN,LEVEL,24,132.1,5.508830307,2.516379276,2.18918919,0.748112758,0.14336283,0.06548673,0.0778761,0.27115385,1.345091625,0.30373832,0.66822978,4.420666296,3.989196632,0.431469664,,4270
2006,Matt Albers,HOU,LEVEL,23,116,7.370689655,3.646551724,2.0212766,0.310344828,0.19153226,0.09475806,0.0967742,0.21967963,1.232758621,0.27218935,0.76974565,2.172413793,3.58661669,-1.414202897,,4300
2010,Justin Wilson,PIT,LEVEL,22,142.2,8.453250836,4.478961264,1.88732394,0.252335846,0.22333333,0.11833333,0.105,0.20881226,1.261679229,0.2734375,0.70562293,3.091114112,3.490668159,-0.399554048,3.97580411,4301
2010,Kyle Drabek,TOR,LEVEL,22,162,7.333333333,3.777777778,1.94117647,0.666666667,0.19909502,0.1025641,0.09653092,0.21319797,1.197530864,0.25503356,0.72295806,2.944444444,4.031166903,-1.086722459,4.06154077,4359
2008,Jonathon Niese,NYM,LEVEL,21,124.1,8.107260329,3.184995129,2.54545455,0.361931265,0.21497121,0.08445298,0.13051823,0.24842105,1.302952553,0.31564246,0.70700637,3.040222623,3.077329059,-0.037106436,3.533921801,4424
2007,Sam Narron,MIL,LEVEL,25,151.2,5.637349971,1.542853676,3.65384615,0.652745786,0.1486698,0.04068858,0.10798122,0.28947368,1.331865139,0.32868526,0.67327766,4.213177347,3.65163577,0.561541576,3.58596315,4516
2009,Travis Chick,LAD,LEVEL,25,113,7.805309735,3.663716814,2.13043478,0.955752212,0.1971831,0.09255533,0.10462777,0.248307,1.380530973,0.29429429,0.7201087,4.221238938,4.168275931,0.052963007,3.855246844,4524
2006,Chris Smith,BOS,LEVEL,25,115.2,6.069146784,2.256477651,2.68965517,0.700286167,0.15853659,0.05894309,0.0995935,0.25165563,1.236307678,0.28688525,0.68376068,4.046097856,3.78696971,0.259128146,,4544
2008,Sam LeCure,CIN,LEVEL,24,155.1,7.416325283,3.360522394,2.20689655,0.695280495,0.19393939,0.08787879,0.1060606,0.24747475,1.319745385,0.29735683,0.77471967,3.418462435,3.895702934,-0.477240499,4.208957367,4664
2009,Cesar Carrillo,SDP,LEVEL,25,121,4.239669421,2.752066116,1.54054054,0.743801653,0.11377246,0.0738523,0.03992016,0.25274725,1.256198347,0.27061856,0.68027211,4.239669421,4.545637105,-0.305967683,4.327390147,4697
2007,Donnie Veal,CHC,LEVEL,22,130.1,9.046059458,5.040933897,1.79452055,0.759592779,0.22393162,0.12478632,0.0991453,0.24901186,1.526858212,0.31593407,0.6592827,4.971880008,4.25371296,0.718167048,4.307764474,4741
2008,Donnie Veal,CHC,LEVEL,23,145.1,7.616990337,5.016066808,1.51851852,1.176608264,0.19129082,0.12597201,0.06531881,0.26929982,1.589453268,0.31566265,0.70200573,4.520652802,5.046914533,-0.526261731,4.485313264,4741
2011,Matt Shoemaker,LAA,LEVEL,24,156.1,7.426455421,2.014929765,3.68571429,0.978680172,0.20508744,0.05564388,0.14944356,0.22525597,1.068232606,0.26136364,0.84656085,2.47548514,3.965997685,-1.490512545,4.144873973,4776
2007,Josh Geer,SDP,LEVEL,24,171.1,5.357987311,1.418290759,3.77777778,0.472763586,0.14592275,0.03862661,0.10729614,0.24659607,1.108951622,0.28,0.71125265,3.204286529,3.366547632,-0.162261103,4.054452871,4781
2012,Josh Geer,SDP,LEVEL,29,119.2,5.941487637,1.504174085,3.95,0.601669634,0.14990512,0.03795066,0.11195446,0.29116466,1.378826245,0.33333333,0.65110565,4.437313552,3.555865308,0.881448243,3.930372536,4781
2014,Josh Geer,SDP,LEVEL,31,155.2,5.492493329,1.734471578,3.16666667,0.231262877,0.14459665,0.0456621,0.09893455,0.27831715,1.297641699,0.32369942,0.66699124,3.584574594,2.985126772,0.599447822,3.782466895,4781
2012,Brandon Maurer,SEA,LEVEL,21,137.2,7.648891478,3.13800676,2.4375,0.261500563,0.20347826,0.08347826,0.12,0.25527831,1.314766721,0.3225,0.73318633,3.203381901,2.998771983,0.204609918,3.506591417,4878
2011,Jarrod Parker,ARI,LEVEL,22,130.2,7.714265595,3.788255426,2.03636364,0.4821416,0.20363636,0.1,0.10363636,0.23140496,1.278057891,0.28767123,0.69560048,3.788255426,3.804057504,-0.015802077,3.927276695,4913
2014,Joe Colon,CLE,LEVEL,24,138,6.260869565,3.586956522,1.74545455,0.52173913,0.16580311,0.09499136,0.07081175,0.25482625,1.355072464,0.29951691,0.75357536,3.391304348,4.04313564,-0.651831292,4.205641928,4920
2006,Devern Hansack,BOS,LEVEL,28,132.1,8.433271087,2.448369025,3.44444444,0.95214351,0.22342342,0.06486486,0.15855856,0.23874755,1.193957735,0.28954424,0.75819672,3.264492034,3.611361906,-0.346869872,,4939
2010,Yohan Flande,PHI,LEVEL,24,158.1,4.774747119,2.501058015,1.90909091,0.568422276,0.12173913,0.06376812,0.05797101,0.27987421,1.402108281,0.3099631,0.67889908,4.376851526,4.147659817,0.229191709,4.560735727,5057
2009,Scott Diamond,ATL,LEVEL,22,131,7.625954198,3.641221374,2.09433962,0.34351145,0.19039451,0.09090909,0.09948542,0.28787879,1.564885496,0.35679612,0.695,3.503816794,3.149698616,0.354118178,3.424132601,5089
2009,Brandon Mann,TBR,LEVEL,25,125.2,5.156485004,3.437656669,1.5,0.429707084,0.13162706,0.08775137,0.04387569,0.27070707,1.448272023,0.30695444,0.66441441,4.440306531,3.804808386,0.635498145,4.327830636,5172
2009,Ernesto Frieri,SDP,LEVEL,23,140.1,7.567714339,3.976256687,1.90322581,0.833731241,0.19601329,0.10299003,0.09302326,0.23320896,1.332544804,0.27654321,0.75231481,3.591457652,4.206403785,-0.614946133,4.28350811,5178
2015,Kelvin Marte,SFG,LEVEL,27,130,5.330769231,2.769230769,1.925,0.346153846,0.14419476,0.07490637,0.06928839,0.24279835,1.215384615,0.27970297,0.78616352,2.630769231,3.691807039,-1.061037808,3.910365827,5200
2010,Rudy Owens,PIT,LEVEL,22,150,7.92,1.38,5.73913043,0.66,0.22564103,0.03931624,0.18632479,0.22262118,0.98,0.27294686,0.77598829,2.46,3.11783357,-0.65783357,3.251236529,5226
2008,Vin Mazzaro,OAK,LEVEL,21,137.1,6.815550893,2.359229155,2.88888889,0.19660243,0.18671454,0.06463196,0.12208258,0.2254902,1.099517291,0.27791563,0.77313054,1.900490153,3.126806097,-1.226315944,3.808548553,5231
2011,Casey Crosby,DET,LEVEL,22,131.2,8.270864669,5.263277517,1.57142857,0.751896788,0.2122807,0.13508772,0.07719298,0.25,1.511388493,0.31179775,0.72110286,4.101255208,4.526512926,-0.425257718,4.179931201,5261
2008,Chris Tillman,BAL,LEVEL,20,135.2,10.21619055,4.312028481,2.36923077,0.663388997,0.26551724,0.11206897,0.15344827,0.22504892,1.326777994,0.30259366,0.77058824,3.184267186,3.459988993,-0.275721807,3.71346909,5279
2007,Esmerling Vasquez,ARI,LEVEL,23,165.1,8.219775007,3.266135764,2.51666667,0.598791557,0.22775264,0.09049774,0.1372549,0.21186441,1.118953919,0.26635514,0.75027382,2.993957784,3.711243722,-0.717285938,3.83250548,5280
2007,Samuel Deduno,COL,LEVEL,23,124,8.782258065,4.790322581,1.83333333,0.943548387,0.21453901,0.11702128,0.09751773,0.24640657,1.5,0.30311615,0.598434,5.443548387,4.483153319,0.960395069,3.924061859,5285
2009,Samuel Deduno,COL,LEVEL,25,133,8.323308271,4.872180451,1.70833333,0.203007519,0.22323049,0.13067151,0.09255898,0.19957537,1.248120301,0.26376812,0.74204947,2.571428571,3.521030133,-0.949601561,3.734809119,5285
2010,D.J. Mitchell,NYY,LEVEL,23,133,6.496240602,3.857142857,1.68421053,0.744360902,0.16783217,0.09965035,0.06818182,0.25147348,1.390977444,0.29104478,0.69476082,4.060150376,4.417131815,-0.35698144,4.308315766,5354
2012,Jose Alvarez,MIA,LEVEL,23,136.1,4.621038446,1.716385708,2.69230769,0.52811868,0.125,0.04642857,0.07857143,0.26704545,1.224941937,0.29555556,0.66131026,4.224949436,3.584148973,0.640800463,3.966411107,5358
2012,Brett Marshall,NYY,LEVEL,22,158.1,6.821067313,3.012638063,2.26415094,0.852633414,0.18099548,0.07993967,0.10105581,0.25124792,1.288423826,0.29184549,0.75520833,3.524218111,4.091968281,-0.567750169,3.934994211,5364
2006,Tim Dillard,MIL,LEVEL,22,163,5.963190184,1.987730061,3,0.552147239,0.15472779,0.05157593,0.10315186,0.25457317,1.245398773,0.29182156,0.68205128,3.147239264,3.19680878,-0.049569517,,5518
2008,James McDonald,LAD,LEVEL,23,118.2,8.570200659,3.48875425,2.45652174,0.910109804,0.23014257,0.09368635,0.13645622,0.22323462,1.213479739,0.27388535,0.77327327,3.185384316,3.989517329,-0.804133013,3.998886122,5523
2013,Nik Turley,NYY,LEVEL,23,139,8.870503597,4.726618705,1.87671233,0.712230216,0.22495895,0.11986864,0.10509031,0.22884615,1.381294964,0.29032258,0.72170301,3.884892086,4.303167165,-0.418275079,4.253618349,5530
2008,Phil Coke,NYY,LEVEL,25,118.1,8.746503498,2.966205534,2.94871795,0.532395865,0.23760331,0.08057851,0.1570248,0.23595506,1.216904834,0.30340557,0.78241431,2.509866221,3.0603143,-0.550448079,3.260311949,5535
2007,Matt Harrison,ATL,LEVEL,21,116.2,6.017125675,2.622849653,2.29411765,0.462855821,0.16016427,0.0698152,0.09034907,0.26106195,1.302853422,0.30434783,0.70539419,3.394276022,3.579767659,-0.185491637,4.00866478,5551
2007,Jair Jurrjens,DET,LEVEL,21,112.2,7.508853536,2.476324039,3.03225806,0.559169944,0.2,0.06595745,0.13404255,0.25570776,1.269227016,0.3115727,0.75260805,3.195256824,3.26145443,-0.066197606,3.620501676,5556
2008,Hector Ambriz,ARI,LEVEL,24,152.2,6.95631635,2.770736173,2.5106383,1.296940336,0.1812596,0.07219662,0.10906298,0.25790349,1.323141151,0.28850325,0.65442021,4.893002178,4.574841006,0.318161172,4.001416315,559
2010,Ryan Brasier,LAA,LEVEL,22,142,5.957746479,4.309859155,1.38235294,1.774647887,0.1543514,0.11165846,0.04269294,0.23649907,1.373239437,0.23855422,0.68836045,5.070422535,5.974113185,-0.90369065,4.705695174,5615
2006,Tyler Clippard,NYY,LEVEL,21,166.1,9.468957276,2.975958001,3.18181818,0.757516582,0.26041667,0.08184524,0.17857143,0.19666667,1.040082291,0.25304136,0.69248826,3.354716292,3.401197813,-0.046481521,,5640
2008,Jason Berken,BAL,LEVEL,24,145.2,7.72309406,2.347820594,3.28947368,0.556062772,0.20458265,0.06219313,0.14238952,0.24955752,1.228830077,0.3062645,0.6766055,3.583515644,3.280555179,0.302960465,3.647675809,5673
2010,Brooks Brown,DET,LEVEL,25,128,5.9765625,2.7421875,2.17948718,0.5625,0.15917603,0.07303371,0.08614232,0.24489796,1.2421875,0.28211587,0.67408377,4.1484375,3.880125237,0.268312263,4.039091724,5679
2008,Brooks Brown,ARI,LEVEL,23,144.1,6.983850208,4.177838963,1.67164179,0.498846443,0.17806041,0.10651828,0.07154213,0.27436823,1.517324599,0.33179724,0.73215941,4.177838963,3.992284659,0.185554304,4.302974027,5679
2007,Radhames Liz,BAL,LEVEL,23,137,10.57664234,4.598540146,2.3,0.854014599,0.27568493,0.11986301,0.15582192,0.20119522,1.248175182,0.26829268,0.74635922,3.218978102,3.94916226,-0.730184158,3.887557708,5843
2006,Daniel Davidson,LAA,LEVEL,25,113.1,4.923543885,3.41471592,1.44186047,1.032355976,0.11923077,0.08269231,0.03653846,0.30866808,1.667651961,0.33417085,0.64073227,5.638251868,4.891591089,0.746660779,,5869
2012,Gonzalez Germen,NYM,LEVEL,24,119.2,7.295244314,2.481887241,2.93939394,0.827295747,0.18871595,0.06420233,0.12451362,0.26624738,1.337043631,0.31436314,0.61911171,4.58773096,3.70283141,0.88489955,3.733855572,5876
2007,Eddie Bonine,DET,LEVEL,26,154.2,4.247835468,1.396548647,3.04166667,0.756463851,0.11353033,0.03732504,0.07620529,0.26151316,1.183187048,0.27969349,0.66552901,3.898698306,4.097914526,-0.19921622,4.12226688,5890
2007,Francisley Bueno,ATL,LEVEL,26,112.2,6.150869386,2.076916936,2.96153846,0.639051365,0.15714286,0.05306122,0.10408164,0.28633406,1.402362717,0.32978723,0.70761015,3.674545348,3.676741144,-0.002195797,3.978880369,5980
2011,Randall Delgado,ATL,LEVEL,21,117.1,8.437523957,3.528419109,2.39130435,0.843752396,0.21653543,0.09055118,0.12598425,0.25327511,1.380685738,0.3115727,0.71713147,3.835238162,3.928770679,-0.093532516,3.72330064,5985
2013,Sugar Ray Marimon,KCR,LEVEL,24,148.1,7.220241307,2.730343351,2.64444444,1.577531714,0.18478261,0.06987578,0.11490683,0.26722689,1.375284058,0.29555556,0.71095571,4.307875065,4.721532324,-0.413657258,3.996201104,6027
2006,Virgil Vasquez,DET,LEVEL,24,173.2,6.685207611,2.591165741,2.58,1.088289611,0.17574932,0.06811989,0.10762943,0.26204819,1.289824724,0.29766537,0.76887232,3.731278667,4.408202938,-0.676924271,,6124
2014,Virgil Vasquez,MIN,LEVEL,32,123.1,6.713531648,2.262168273,2.96774194,0.875678041,0.17898833,0.06031128,0.11867705,0.24842105,1.208111371,0.28571429,0.70613409,4.086497525,4.076353414,0.010144111,4.299003425,6124
2009,John Ely,CHW,LEVEL,23,156.1,7.196177733,2.878471093,2.5,0.518124797,0.19592476,0.07836991,0.11755485,0.23850085,1.215354462,0.28918322,0.71748879,2.820901671,3.216561962,-0.39566029,3.239767001,6132
2015,Albert Suarez,LAA,LEVEL,25,163,6.680981595,2.208588957,3.025,0.773006135,0.18558282,0.06134969,0.12423313,0.23240589,1.116564417,0.26890756,0.72827417,2.981595092,3.683213034,-0.701617942,3.73250845,6175
2006,Ryan Feierabend,SEA,LEVEL,20,153.2,7.438161379,3.221250991,2.30909091,0.937091197,0.1941896,0.08409786,0.11009174,0.26351351,1.373098907,0.31180401,0.66973415,4.275478588,4.16147068,0.114007908,,6336
2011,Chris Archer,TBR,LEVEL,22,134.1,7.905727251,5.359815086,1.475,0.736974574,0.19281046,0.13071895,0.06209151,0.2605364,1.607944526,0.31806616,0.71225071,4.421847446,4.62423103,-0.202383584,4.591052921,6345
2009,Luis Perez,TOR,LEVEL,24,162.1,6.20945862,3.714586853,1.67164179,0.609857543,0.16161616,0.0966811,0.06493506,0.2365416,1.305957567,0.27346939,0.70133588,3.548262069,4.125488302,-0.577226233,3.926201799,6389
2012,Trevor May,PHI,LEVEL,22,149.2,9.080157499,4.690412483,1.93589744,1.322936854,0.22878788,0.11818182,0.11060606,0.24343257,1.44988534,0.29396985,0.71501014,4.870812963,4.878496363,-0.0076834,3.981884294,6398
2013,Trevor May,MIN,LEVEL,23,151.2,9.435143635,3.975815243,2.37313433,0.830767364,0.24127466,0.1016692,0.13960546,0.25513699,1.424172624,0.32846715,0.70939335,4.509879977,3.911561767,0.598318209,3.971805611,6398
