Season,Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
2007,Jonathan Connolly,DET,LEVEL,23,112,5.464285714,2.330357143,2.34482759,1.285714286,0.13793103,0.05882353,0.0791075,0.27668845,1.392857143,0.296,0.68542569,4.580357143,4.823901572,-0.243544429,4.266196233,sa201233
2008,Dan Denham,LAA,LEVEL,25,146,6.102739726,3.575342466,1.70689655,0.98630137,0.1546875,0.090625,0.0640625,0.27209705,1.47260274,0.30519481,0.69838057,4.438356164,4.693703796,-0.255347632,4.924533246,sa201261
2006,Adam Bostick,FLA,LEVEL,23,115,8.530434783,5.243478261,1.62686567,0.547826087,0.21330724,0.13111546,0.08219178,0.23041475,1.452173913,0.29245283,0.71172249,3.52173913,3.855757834,-0.334018703,,sa201275
2006,Ray Aguilar,OAK,LEVEL,26,158.2,5.672256725,2.382347824,2.38095238,0.737393374,0.14534884,0.06104651,0.08430233,0.29733959,1.462181734,0.3365019,0.68387681,4.53780538,3.981500661,0.556304719,,sa201289
2007,Ryan Wing,CHW,LEVEL,25,114,7.342105263,3.631578947,2.02173913,0.631578947,0.19745223,0.09766454,0.09978769,0.20941176,1.184210526,0.25,0.73505654,3.236842105,3.839567819,-0.602725713,4.217145027,sa201321
2007,Ching-Lung Lo,COL,LEVEL,21,139.2,5.606191572,4.252972917,1.31818182,1.288779672,0.13615023,0.10328638,0.03286385,0.28928571,1.632454251,0.31346578,0.68544601,5.606191572,5.521603292,0.08458828,4.939671933,sa201380
2009,Luis Munoz,SEA,LEVEL,27,121.1,6.601666478,3.634625364,1.81632653,0.815936306,0.17082534,0.0940499,0.07677544,0.25,1.368135625,0.28804348,0.71798189,4.079681531,4.110610741,-0.03092921,4.243517036,sa201423
2007,Luis Munoz,PIT,LEVEL,25,136.1,5.875320309,2.112474718,2.78125,0.726163184,0.15836299,0.0569395,0.10142349,0.2480916,1.188267029,0.28066038,0.68807339,3.630815922,3.849793694,-0.218977773,4.116340652,sa201423
2006,Chance Douglass,HOU,LEVEL,22,161,5.701863354,3.130434783,1.82142857,0.726708075,0.15133531,0.08308605,0.06824926,0.23723229,1.242236025,0.26626016,0.74688797,3.52173913,4.281465694,-0.759726564,,sa201583
2008,Chance Douglass,HOU,LEVEL,24,123.2,5.021549815,3.202147708,1.56818182,1.382745601,0.12825279,0.08178439,0.0464684,0.29387755,1.520211538,0.31094527,0.69528416,5.094325899,5.376506689,-0.28218079,4.812471603,sa201583
2006,Brad Knox,OAK,LEVEL,24,161.2,5.566998575,3.451539116,1.61290323,0.556699857,0.1459854,0.09051095,0.05547445,0.25081433,1.336079658,0.28571429,0.71563981,3.674219059,4.134944012,-0.460724953,,sa201593
2006,Sean Thompson,SDP,LEVEL,23,154,7.831168831,2.688311688,2.91304348,1.051948052,0.20807453,0.07142857,0.13664596,0.24915825,1.25974026,0.29411765,0.68865741,3.857142857,3.704656761,0.152486096,,sa201680
2006,Paul Mildren,FLA,LEVEL,22,167.1,8.067745514,2.904388385,2.77777778,1.021914432,0.21216407,0.07637907,0.135785,0.2488408,1.284863174,0.29707113,0.68415638,4.141442697,3.710375697,0.431067001,,sa201993
2006,Jose Oyervides,SDP,LEVEL,24,149.1,7.895107302,4.520099601,1.74666667,0.662947941,0.19728916,0.11295181,0.08433735,0.25129088,1.479914091,0.30751708,0.70224719,3.917419654,3.821947708,0.095471946,,sa202000
2006,Tony Peguero,TBD,LEVEL,25,151.2,5.518668919,2.314280514,2.38461538,0.59340526,0.14691943,0.06161137,0.08530806,0.2244898,1.127469994,0.25154639,0.6809816,2.9670263,3.472287958,-0.505261658,,sa202265
2007,Ben Fritz,OAK,LEVEL,26,149.1,5.303583531,4.098223638,1.29411765,0.482143957,0.1305638,0.10089021,0.02967359,0.29222973,1.613842969,0.33266129,0.63986874,5.665191499,4.374141001,1.291050499,5.150709162,sa202424
2007,Mike Prochaska,TBD,LEVEL,27,113.1,6.114723857,2.779419935,2.2,1.032355976,0.16313559,0.07415254,0.08898305,0.24537037,1.244121304,0.27192982,0.70422535,3.891187909,4.539519721,-0.648331812,4.266352329,sa202444
2006,Sean Smith,CLE,LEVEL,22,144,5.875,2.8125,2.08888889,0.625,0.15692821,0.07512521,0.081803,0.25454545,1.284722222,0.29147982,0.70285714,3.875,3.730675623,0.144324377,,sa202477
2006,Edward Valdez,CIN,LEVEL,26,136.2,7.309737871,2.502432785,2.92105263,0.592681449,0.19270833,0.06597222,0.12673611,0.25330813,1.258533447,0.30562347,0.68289786,3.885356165,3.214823985,0.670532181,,sa202544
2008,Daniel Christensen,DET,LEVEL,24,158.2,5.55881159,3.2899089,1.68965517,0.964283643,0.14141414,0.08369408,0.05772006,0.27083333,1.430669196,0.29862475,0.69094304,4.140747409,4.70841205,-0.567664641,4.633019688,sa202561
2007,Daniel Christensen,KCR,LEVEL,23,140.2,6.334107878,3.582929709,1.76785714,1.471560416,0.15541601,0.08791209,0.06750392,0.30244755,1.627958141,0.33333333,0.6851312,6.206146102,5.313220075,0.892926027,4.767666229,sa202561
2006,Adam Harben,MIN,LEVEL,22,122.2,5.429333081,4.915747519,1.10447761,0.36684683,0.13285458,0.12028725,0.01256733,0.24947146,1.508148078,0.28680203,0.70769231,3.961945761,4.490333717,-0.528387956,,sa202585
2009,Justin Jones,WSN,LEVEL,24,115.2,7.314099971,3.73485956,1.95833333,0.855905316,0.18111753,0.09248555,0.08863198,0.26565875,1.478381909,0.31284916,0.65403423,4.746384024,4.20941764,0.536966384,3.973211427,sa202707
2007,Camilo Vazquez,CIN,LEVEL,23,112,6.830357143,3.375,2.02380952,0.723214286,0.16831683,0.08316832,0.08514851,0.28913043,1.5625,0.33879781,0.62273277,5.142857143,4.080482606,1.062374537,3.99148156,sa202824
2008,Bobby Brownlie,WSN,LEVEL,27,124,6.096774194,2.830645161,2.15384615,1.596774194,0.15939279,0.0740038,0.08538899,0.24948454,1.290322581,0.26121372,0.77155825,3.991935484,5.213972252,-1.222036768,4.364172458,sa202919
2006,Tim McClaskey,PHI,LEVEL,30,128.2,5.665788103,1.468908027,3.85714286,0.839376015,0.15027829,0.03896104,0.11131725,0.27308448,1.243520023,0.30528846,0.61103811,4.96630809,3.765468079,1.200840011,,sa203287
2007,Oscar Alvarez,BAL,LEVEL,26,135,4.466666667,3.8,1.1754386,1.066666667,0.11472603,0.09760274,0.01712329,0.25240848,1.392592593,0.26376147,0.62211982,5.2,5.262922736,-0.062922736,5.099306315,sa206749
2006,Oscar Alvarez,WSN,LEVEL,25,133.2,5.992503426,2.558596968,2.34210526,1.077303987,0.15451389,0.06597222,0.08854167,0.27715356,1.391517649,0.30769231,0.63842482,5.251856935,4.279699386,0.972157548,,sa206749
2006,Enmanuel Ulloa,COL,LEVEL,27,126.2,7.957873807,2.486835565,3.2,0.994734226,0.20740741,0.06481481,0.1425926,0.250501,1.263154572,0.29758713,0.68989071,3.907884459,3.889881796,0.018002662,,sa208844
2006,Spike Lundberg,LAD,LEVEL,29,150.2,6.570781598,2.508843883,2.61904762,0.179203134,0.18092105,0.06907895,0.1118421,0.22024867,1.10176742,0.26888889,0.77063107,2.26990637,2.646100964,-0.376194593,,sa209108
2006,Allen Davis,PHI,LEVEL,30,118.1,5.400015203,2.585922773,2.08823529,1.521131043,0.14087302,0.06746032,0.0734127,0.26124197,1.318313571,0.2712766,0.76335878,3.954940712,5.047836784,-1.092896071,,sa211121
2007,Lindsay Gulin,MIL,LEVEL,30,123,8.56097561,3.219512195,2.65909091,1.097560976,0.22941176,0.08627451,0.14313725,0.22077922,1.18699187,0.26363636,0.78294574,3.292682927,4.201998285,-0.909315358,3.698255441,sa211652
2006,Brian Finch,BAL,LEVEL,24,145.2,5.128134456,4.263147921,1.20289855,1.112125545,0.13091483,0.10883281,0.02208202,0.25978648,1.475969087,0.27765727,0.70020747,3.645300396,5.062272257,-1.416971861,,sa225651
2007,Kurt Isenberg,TOR,LEVEL,25,123.2,6.549847584,2.838267287,2.30769231,0.582208674,0.15706806,0.06806283,0.08900523,0.3110687,1.63341878,0.36384977,0.65239044,5.530982404,3.844452586,1.686529819,4.043664428,sa225664
2007,Chris Kinsey,ARI,LEVEL,24,121.2,6.213681616,4.438344011,1.4,0.739724002,0.1535649,0.10968921,0.04387569,0.2851153,1.610954493,0.32898172,0.71354167,4.512316411,4.762034508,-0.249718096,4.499261538,sa225667
2006,Jesse Smith,LAA,LEVEL,25,160.1,5.276518491,3.592523228,1.46875,1.347196211,0.1275441,0.08683853,0.04070557,0.30197269,1.640336127,0.32347505,0.673788,5.220385316,5.483262773,-0.262877456,,sa225684
2006,Marc Kaiser,COL,LEVEL,24,164.2,3.989870285,2.186230293,1.825,0.81983636,0.1057971,0.05797101,0.04782609,0.27145086,1.299592452,0.2875226,0.66336634,4.153837557,4.440690731,-0.286853174,,sa225732
2009,Steve Bray,SEA,LEVEL,28,144.2,5.536853317,2.115202391,2.61764706,0.74654202,0.15292096,0.05841924,0.09450172,0.23992674,1.140550309,0.26741573,0.74567244,3.110591751,3.683098559,-0.572506808,3.923512741,sa225788
2010,Steve Bray,SEA,LEVEL,29,131,4.396946565,2.198473282,2,1.030534351,0.10958904,0.05479452,0.05479452,0.29541284,1.473282443,0.31330472,0.54748603,5.496183206,4.766640413,0.729542793,4.613085415,sa225788
2006,Jordan Pals,STL,LEVEL,25,160.1,4.995852614,2.245327018,2.225,1.347196211,0.12642045,0.05681818,0.06960227,0.30500759,1.503121698,0.32417582,0.70621469,4.939719439,4.928168038,0.011551401,,sa225917
2007,Brooks McNiven,SFG,LEVEL,26,116.2,3.162848111,2.237136469,1.4137931,0.771426369,0.08249497,0.0583501,0.02414487,0.26565875,1.302853422,0.27427184,0.6993007,3.548561295,4.556040757,-1.007479462,4.528252557,sa225987
2007,Josh Muecke,HOU,LEVEL,25,131.2,5.33163177,3.075941406,1.73333333,1.230376562,0.13829787,0.07978723,0.05851064,0.25875486,1.351895235,0.27511962,0.77946768,3.896192448,4.940600858,-1.04440841,4.659998996,sa226123
2007,Joe Woerman,SEA,LEVEL,24,144.1,7.732119873,4.240194769,1.82352941,0.498846443,0.20064725,0.11003236,0.09061489,0.22242991,1.295615068,0.27543424,0.69706499,3.741348325,4.075824145,-0.33447582,4.471076626,sa226275
2006,James Russ,FLA,LEVEL,25,156.1,7.196177733,3.626873578,1.98412698,0.92111075,0.18518519,0.09333333,0.09185186,0.25454545,1.388062727,0.29741379,0.74404762,3.799581843,4.026039216,-0.226457372,,sa226306
2006,Danny Muegge,LAD,LEVEL,25,141.2,5.336457751,2.350582581,2.27027027,1.20705592,0.14046823,0.06187291,0.07859532,0.25945946,1.277643985,0.27654867,0.71072319,3.875284796,4.41964177,-0.544356974,,sa226318
2006,Errol Simonitsch,MIN,LEVEL,23,148.2,5.387880026,2.360981135,2.28205128,1.150221579,0.13546423,0.05936073,0.0761035,0.30243902,1.513449446,0.32938856,0.69016882,4.479810359,4.424276254,0.055534105,,sa226334
2006,Jesse Floyd,SFG,LEVEL,25,135,6.666666667,2.533333333,2.63157895,0.6,0.17857143,0.06785714,0.11071429,0.24038462,1.207407407,0.28223844,0.6496063,4,3.386694142,0.613305858,,sa226346
2007,Jesse Floyd,MIN,LEVEL,26,130,6.923076923,3.6,1.92307692,1.176923077,0.17391304,0.09043478,0.08347826,0.26692456,1.461538462,0.3025,0.6504065,5.053846154,4.770330143,0.283516011,4.449862023,sa226346
2006,Bear Bay,CLE,LEVEL,22,133,7.714285714,3.248120301,2.375,1.62406015,0.19964974,0.08406305,0.11558669,0.24324324,1.308270677,0.26842105,0.73590096,4.330827068,4.939687737,-0.608860669,,sa226381
2006,Chris Begg,SFG,LEVEL,26,174.2,4.998081852,1.597325128,3.12903226,0.412212936,0.13739377,0.04390935,0.09348442,0.23625557,1.087784137,0.26584507,0.63053097,3.400756724,3.164146685,0.236610039,,sa226474
2006,Tyler Pelland,CIN,LEVEL,22,142,6.781690141,5.64084507,1.20224719,0.697183099,0.16903633,0.14060032,0.02843601,0.26915888,1.64084507,0.31894484,0.72374228,3.992957746,4.521832543,-0.528874796,,sa228858
2007,Andy Shipman,OAK,LEVEL,25,117.2,6.883833201,3.594890672,1.91489362,0.841357391,0.17077799,0.08918406,0.08159393,0.30188679,1.623224866,0.3537234,0.62709966,5.813014703,4.169296995,1.643717709,4.161326881,sa231138
2006,Adam Miller,CLE,LEVEL,21,153.2,9.195207374,2.518432593,3.65116279,0.527113799,0.24724409,0.06771654,0.17952755,0.22318339,1.119303375,0.29126214,0.74971165,2.752705392,2.943423046,-0.190717654,,sa243995
2008,Josh Rainwater,DET,LEVEL,23,132,5.318181818,4.363636364,1.21875,0.477272727,0.13333333,0.10940171,0.02393162,0.26367188,1.507575758,0.29976581,0.67103935,4.090909091,4.412896983,-0.321987892,5.00731075,sa244005
2006,Ryan Rodriguez,CHW,LEVEL,21,116.1,4.796575341,3.945570038,1.21568627,0.309456474,0.11610487,0.09550562,0.02059925,0.30042017,1.667626552,0.33902439,0.60900716,5.492852406,3.828203349,1.664649057,,sa244033
2010,Douglas Arguello,HOU,LEVEL,25,127,7.086614173,3.330708661,2.12765957,0.283464567,0.18621974,0.08752328,0.09869646,0.24948025,1.31496063,0.30769231,0.73943662,2.551181102,3.37103012,-0.819849017,3.5342013,sa244115
2007,Shawn Nottingham,CLE,LEVEL,22,149,5.798657718,3.563758389,1.62711864,0.66442953,0.14678899,0.09021407,0.05657492,0.2652027,1.44966443,0.30103093,0.64341847,4.771812081,4.18979323,0.58201885,4.748763462,sa244216
2006,Christopher Hunter,LAA,LEVEL,25,125.2,3.509274516,4.941631462,0.71014493,1.503974793,0.08139535,0.11461794,-0.03322259,0.32061069,1.885936645,0.32378855,0.61403509,7.448256116,6.505043075,0.943213041,,sa245569
2008,Julio Pimentel,KCR,LEVEL,22,157.1,6.578404079,2.974582714,2.21153846,0.972459733,0.16522989,0.07471264,0.09051725,0.30250784,1.557206763,0.34782609,0.65140845,5.377130291,4.379421183,0.997709108,4.314042519,sa245873
2008,Blake Johnson,KCR,LEVEL,23,143,5.412587413,2.391608392,2.26315789,1.258741259,0.13782051,0.06089744,0.07692307,0.29217391,1.440559441,0.31556503,0.6984127,4.846153846,4.974046741,-0.127892895,4.534042253,sa253230
2009,Blake Johnson,KCR,LEVEL,24,122,4.5,3.024590164,1.48780488,0.81147541,0.11296296,0.07592593,0.03703703,0.30020284,1.549180328,0.32541568,0.69599109,4.573770492,4.600778684,-0.027008193,4.293784311,sa253230
2006,Tyler Lumsden,CHW,LEVEL,23,123.2,5.239878067,2.911043371,1.8,0.654984758,0.14229249,0.07905138,0.06324111,0.2472885,1.245279664,0.27631579,0.76502732,2.692715118,3.824723019,-1.132007901,,sa253556
2006,Mike MacDonald,TOR,LEVEL,24,171.1,5.410516598,1.943583632,2.78378378,0.472763586,0.14325452,0.05146036,0.09179416,0.26666667,1.266539484,0.30373002,0.65752129,3.939696552,3.363593329,0.576103223,,sa253784
2010,Mike MacDonald,SFG,LEVEL,28,134,5.23880597,2.082089552,2.51612903,0.671641791,0.13732394,0.05457746,0.08274648,0.29245283,1.388059701,0.3280543,0.72625698,3.895522388,4.021216654,-0.125694266,4.150592496,sa253784
2007,Andrew Baldwin,SEA,LEVEL,24,166,6.234939759,1.030120482,6.05263158,0.65060241,0.16358464,0.02702703,0.13655761,0.2876304,1.277108434,0.33272059,0.65802113,4.228915663,3.480869869,0.748045794,3.939117636,sa253988
2008,Derek Hankins,PIT,LEVEL,24,119,6.731092437,1.966386555,3.42307692,1.058823529,0.1741683,0.05088063,0.12328767,0.27950311,1.352941176,0.31842105,0.66248257,4.537815126,3.985726114,0.552089012,3.888897237,sa254024
2006,Garrett Broshuis,SFG,LEVEL,24,152,6.157894737,2.427631579,2.53658537,0.710526316,0.15902141,0.06269113,0.09633028,0.26666667,1.322368421,0.30578512,0.61866126,4.973684211,3.836304278,1.137379932,,sa254031
2007,Garrett Broshuis,SFG,LEVEL,25,153,4.352941176,2.117647059,2.05555556,0.705882353,0.11332312,0.05513017,0.05819295,0.27093596,1.31372549,0.29254302,0.63995838,3.882352941,4.185362823,-0.303009882,4.454507686,sa254031
2008,Garrett Broshuis,SFG,LEVEL,26,157,5.675159236,2.006369427,2.82857143,0.917197452,0.14623338,0.05169867,0.09453471,0.27856025,1.356687898,0.30916031,0.69214876,3.78343949,4.036039233,-0.252599743,4.029722209,sa254031
2006,Nick Green,LAA,LEVEL,21,112.1,6.169157762,1.682497571,3.66666667,1.842735435,0.1663067,0.04535637,0.12095033,0.26136364,1.210686083,0.27058824,0.69943289,4.406541259,5.155459954,-0.748918696,,sa254162
2007,Nick Green,LAA,LEVEL,22,178.1,5.400010319,1.614956357,3.34375,0.857945565,0.14779006,0.0441989,0.10359116,0.23941606,1.099067521,0.26203209,0.68638393,3.68411919,3.904288202,-0.220169012,4.322500153,sa254162
2006,Chris Shaver,CHC,LEVEL,24,150.1,7.184051762,3.352557489,2.14285714,0.419069686,0.1875,0.0875,0.1,0.25129088,1.343683755,0.3061674,0.73258197,2.993354901,3.137663201,-0.144308301,,sa254185
2006,J.R. Mathes,CHC,LEVEL,24,159.2,6.42587355,1.747386667,3.67741935,0.563673118,0.17272727,0.0469697,0.12575757,0.26273885,1.227554791,0.30753968,0.72677596,3.269304087,2.938883938,0.330420149,,sa254188
2007,Andrew Kown,DET,LEVEL,24,120,6.45,2.7,2.38888889,0.675,0.16570328,0.06936416,0.09633912,0.26793249,1.358333333,0.31134565,0.69008783,4.125,3.93699681,0.18800319,4.05743661,sa254314
2006,Nathan Bumstead,DET,LEVEL,24,158,7.234177215,4.5,1.60759494,0.797468354,0.17614424,0.10957004,0.0665742,0.26971609,1.582278481,0.31845842,0.65436242,4.898734177,4.308822599,0.589911578,,sa254317
2008,Jay Rainville,MIN,LEVEL,22,123,6.073170732,3.219512195,1.88636364,1.609756098,0.14981949,0.07942238,0.07039711,0.28486056,1.520325203,0.30478589,0.67600487,5.780487805,5.490132755,0.29035505,4.979922727,sa254324
2007,Gaby Hernandez,FLA,LEVEL,21,153.2,6.618206581,3.279819191,2.01785714,0.819954798,0.16966967,0.08408408,0.08558559,0.23920266,1.301515552,0.27368421,0.64225053,4.216910388,4.311461257,-0.094550869,4.604742425,sa254327
2008,Michael Schlact,TEX,LEVEL,22,149.2,4.269478029,3.968810562,1.07575758,0.72160192,0.10549777,0.09806835,0.00742942,0.28571429,1.590196825,0.30828516,0.65428824,5.231613923,4.847390431,0.384223493,5.179833824,sa254332
2007,Eric Haberer,STL,LEVEL,24,152,4.263157895,4.263157895,1,0.710526316,0.10762332,0.10762332,0,0.27787307,1.539473684,0.3006012,0.7050173,4.322368421,4.98527556,-0.662907139,4.991563694,sa254335
2007,Jason Jones,NYY,LEVEL,24,131.2,5.33163177,2.118981857,2.51612903,0.751896788,0.14104882,0.05605787,0.08499095,0.25242718,1.222781645,0.27934272,0.68807339,3.622775434,4.037416765,-0.414641332,4.227834731,sa254345
2008,Jason Jones,NYY,LEVEL,25,148.2,5.508955982,2.966360913,1.85714286,0.665917756,0.14583333,0.07852564,0.06730769,0.25524476,1.311656186,0.28723404,0.73384447,3.32958878,4.033224028,-0.703635248,4.327259024,sa254345
2008,Adam Howard,ARI,LEVEL,24,117.1,6.059676296,3.758533399,1.6122449,1.227276212,0.14575646,0.0904059,0.05535056,0.29106029,1.610800028,0.32124352,0.6774916,5.139219137,5.250601355,-0.111382218,4.913796681,sa254682
2007,Joe Norrito,LAD,LEVEL,24,117.2,4.359761027,1.988662925,2.19230769,1.223792569,0.11176471,0.05098039,0.06078432,0.2776618,1.351270962,0.28817734,0.67090395,4.130299921,4.937570376,-0.807270456,4.402528314,sa254685
2007,Kelvin Villa,ATL,LEVEL,21,143.2,7.580028424,4.134560958,1.83333333,0.877028082,0.18529862,0.10107198,0.08422664,0.2883959,1.635726978,0.34368071,0.65619224,5.387458219,4.329775935,1.057682283,4.358003868,sa254797
2007,Jose Sanchez,NYM,LEVEL,23,145.1,6.06882157,3.591751541,1.68965517,0.86697451,0.14984709,0.08868502,0.06116207,0.27749577,1.527526518,0.3131524,0.66055931,4.520652802,4.474461407,0.046191395,4.404467371,sa254889
2008,Jose Sanchez,NYM,LEVEL,24,152.2,6.95631635,2.593880673,2.68181818,0.648470168,0.17960426,0.06697108,0.11263318,0.26315789,1.336241559,0.31106472,0.71280992,3.831869176,3.599941317,0.231927859,3.746689674,sa254889
2011,Erick Abreu,HOU,LEVEL,27,123.2,8.078145354,1.964954275,4.11111111,1.52829777,0.21428571,0.05212355,0.16216216,0.25409836,1.221020969,0.28932584,0.7223114,4.293788972,4.517668915,-0.223879943,4.126143021,sa262077
2007,Chuck Lofgren,CLE,LEVEL,21,146.1,7.564937891,4.182242086,1.80882353,0.861049841,0.18836141,0.10413476,0.08422665,0.26516464,1.510254087,0.31590909,0.71633238,4.366752766,4.391061682,-0.024308916,4.46270938,sa262158
2006,Kyle Yates,TOR,LEVEL,23,127.1,7.209442946,2.685870902,2.68421053,0.706808132,0.19065421,0.07102804,0.11962617,0.24032587,1.225134095,0.28496042,0.68918919,3.7460831,3.568118642,0.177964458,,sa262168
2007,Kyle Yates,TOR,LEVEL,24,151,5.841059603,2.562913907,2.27906977,1.311258278,0.14692654,0.06446777,0.08245877,0.29967427,1.503311258,0.32793522,0.74684772,4.529801325,4.919336765,-0.389535441,4.293810101,sa262168
2007,Dallas Trahern,DET,LEVEL,21,162.2,5.090153271,2.8217154,1.80392157,0.663933035,0.13352685,0.07402032,0.05950653,0.28095238,1.401636408,0.31368821,0.70711679,3.872942706,4.186311831,-0.313369125,4.070040352,sa262435
2009,Jesus Adrian Castillo,LAD,LEVEL,25,150.1,5.328171723,3.352557489,1.58928571,0.59867098,0.13928013,0.08763693,0.0516432,0.2626087,1.376943254,0.29621849,0.70149254,4.310431057,4.046503482,0.263927575,4.080903648,sa287103
2008,Jesus Adrian Castillo,LAD,LEVEL,24,114,6,2.605263158,2.3030303,0.552631579,0.15605749,0.06776181,0.08829568,0.27516779,1.368421053,0.31868132,0.7310705,3.236842105,3.782344122,-0.545502017,4.044929342,sa287103
2008,Will Inman,SDP,LEVEL,21,135.1,9.310368272,4.721686766,1.97183099,0.665026305,0.23648649,0.11993243,0.11655406,0.23106796,1.403944422,0.29863014,0.70879121,3.524639417,3.929213772,-0.404574355,4.314969259,sa290185
2008,Ryan Mullins,MIN,LEVEL,24,148.1,6.006755373,3.579783505,1.6779661,1.092137341,0.15068493,0.08980213,0.0608828,0.28451178,1.537082183,0.31656184,0.70116054,4.307875065,4.763087734,-0.455212668,4.416936274,sa290187
2009,Ryan Mullins,MIN,LEVEL,25,145,8.255172414,2.234482759,3.69444444,0.806896552,0.20846395,0.05642633,0.15203762,0.29362416,1.455172414,0.36,0.69919517,4.034482759,3.346020126,0.688462632,3.232653307,sa290187
2007,Steve Hammond,MIL,LEVEL,25,142,6.908450704,2.725352113,2.53488372,1.204225352,0.17552335,0.06924316,0.10628019,0.28446771,1.450704225,0.32359551,0.68329718,4.690140845,4.566649608,0.123491238,4.151551147,sa290199
2009,Kyle Cofield,ATL,LEVEL,22,140.2,5.566337226,5.694299001,0.97752809,0.575827989,0.13787639,0.14104596,-0.00316957,0.22889306,1.499996366,0.25858124,0.70395371,3.902834147,4.773459955,-0.870625808,4.823576724,sa290212
2008,David Welch,MIL,LEVEL,25,147.2,5.790054358,3.108344971,1.8627451,1.401802634,0.15079365,0.08095238,0.06984127,0.25217391,1.327310707,0.26695842,0.7806913,3.900668199,5.120326454,-1.219658255,4.439449707,sa290474
2009,David Welch,MIL,LEVEL,26,118.1,5.019732442,2.357753117,2.12903226,0.912678626,0.12915851,0.06066536,0.06849315,0.28451883,1.411271579,0.31,0.70302234,4.030997264,4.128069459,-0.097072195,4.183404677,sa290474
2009,Trey Hearne,STL,LEVEL,25,127.2,5.710167867,3.031323682,1.88372093,0.493471297,0.1539924,0.08174905,0.07224335,0.23443983,1.221928926,0.26903553,0.76766304,2.819835984,3.750715374,-0.93087939,4.094306204,sa290646
2007,Cory Rauschenberger,STL,LEVEL,22,144.1,4.926108629,3.304857687,1.49056604,0.997692887,0.12539683,0.08412698,0.04126985,0.26241135,1.392612988,0.28144989,0.67327766,4.676685407,4.927208631,-0.250523224,4.605303349,sa291077
2009,Matt Torra,ARI,LEVEL,25,180,5.8,1.4,4.14285714,1.2,0.15612382,0.03768506,0.11843876,0.26966292,1.222222222,0.29370629,0.6969377,3.75,4.049741024,-0.299741024,3.419072366,sa291167
2007,Matt Green,ARI,LEVEL,25,148,7.783783784,3.344594595,2.32727273,0.912162162,0.19814241,0.08513932,0.11300309,0.25989673,1.391891892,0.31050228,0.72307692,3.952702703,4.253745154,-0.301042451,4.017580798,sa291171
2007,Chris Mason,TBD,LEVEL,22,161.1,7.586792885,2.454550639,3.09090909,0.390496693,0.20359281,0.06586826,0.13772455,0.23980424,1.183886798,0.29787234,0.78043704,2.566121123,3.249165985,-0.683044862,3.472541513,sa291241
2011,Josh Sullivan,COL,LEVEL,26,117.2,6.654372094,4.130299921,1.61111111,1.453253676,0.16539924,0.1026616,0.06273764,0.26406926,1.495746473,0.28932584,0.65244668,5.507066561,5.629628531,-0.12256197,4.653841422,sa291408
2008,Kevin Dixon,CLE,LEVEL,24,157,6.477707006,2.751592357,2.35416667,0.974522293,0.1679049,0.07132244,0.09658246,0.25895765,1.318471338,0.29338843,0.67456231,4.414012739,4.341771717,0.072241021,3.96180132,sa291437
2009,Tommy Mendoza,LAA,LEVEL,21,128.2,6.015528109,2.168388039,2.77419355,0.699480013,0.15808824,0.05698529,0.10110295,0.25440313,1.251292023,0.28915663,0.69127517,3.357504061,3.71591384,-0.358409779,3.913230757,sa291459
2010,Mario Alvarez,LAD,LEVEL,26,120.1,5.908603616,3.889207443,1.51923077,0.598339607,0.14007092,0.09219858,0.04787234,0.312,1.728536642,0.35835351,0.69444444,4.936301755,4.50887784,0.427423915,4.805817774,sa291501
2010,Chorye Spoone,BAL,LEVEL,24,132,6,5.386363636,1.11392405,0.818181818,0.14691152,0.13188648,0.01502504,0.26086957,1.598484848,0.2955665,0.73967339,4.022727273,5.326621449,-1.303894176,5.181825807,sa291699
2010,Ryan Edell,OAK,LEVEL,26,125,6.624,1.44,4.6,0.432,0.17794971,0.03868472,0.13926499,0.27530364,1.248,0.32828283,0.7436919,3.168,2.917549805,0.250450195,3.257645557,sa291700
2008,Ryan Edell,CLE,LEVEL,24,144.1,6.173224737,1.309471914,4.71428571,0.872981276,0.16472546,0.03494176,0.1297837,0.25569177,1.157046612,0.28820961,0.69053708,3.803704131,3.758933605,0.044770526,4.023598858,sa291700
2009,Cody Evans,ARI,LEVEL,25,136.2,3.556088694,3.095114234,1.14893617,1.580483864,0.08852459,0.07704918,0.01147541,0.2875226,1.507313315,0.28421053,0.66885965,5.399986535,5.83252551,-0.432538975,4.713937467,sa291732
2007,Nick Pereira,SFG,LEVEL,24,143.1,7.723274176,4.081405053,1.89230769,0.941862704,0.20065253,0.10603589,0.09461664,0.22962963,1.318607786,0.27114428,0.75568182,3.390705736,4.442425953,-1.051720217,4.071131176,sa291751
2008,Eric Brown,NYM,LEVEL,24,123,5.853658537,2.12195122,2.75862069,1.097560976,0.14760148,0.05350554,0.09409594,0.28316832,1.398373984,0.31219512,0.64779874,5.048780488,4.433222186,0.615558302,3.994602051,sa293091
2009,Eric Brown,NYM,LEVEL,25,117.1,5.90626677,2.684666714,2.2,0.997161922,0.14500942,0.06591337,0.07909605,0.30020704,1.534095265,0.33587786,0.62356979,5.829562007,4.50113761,1.328424396,4.089558995,sa293091
