Season,Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
2016,Parker Bugg,MIA,LEVEL,21,1,0,3.767450717,8,0,0,0,0,0,,14.1,58,10,6,6,0,5,0,1,1,0,11,sa738946
2017,Parker Bugg,MIA,LEVEL,22,2,3,5.043961647,18,0,0,0,1,2,,30.1,141,37,21,17,3,9,0,2,4,0,35,sa738946
2018,Rayan Hernandez,SFG,LEVEL,22,0,0,7.363629501,3,0,0,0,0,0,,3.2,16,6,3,3,0,0,0,0,0,0,3,sa738950
2013,Jake Walsh,WSN,LEVEL,22,0,0,0,1,0,0,0,0,0,,1,4,1,0,0,0,0,0,0,0,0,1,sa738954
2014,Jake Walsh,WSN,LEVEL,23,1,2,1.451612903,23,0,0,0,10,1,,31,123,17,7,5,1,10,0,1,1,0,27,sa738954
2015,Jake Walsh,WSN,LEVEL,24,1,0,0,14,0,0,0,6,0,,17,64,12,0,0,0,4,0,0,4,0,13,sa738954
2016,Juan Santos,HOU,LEVEL,20,1,0,6.206896552,16,0,0,0,3,0,,29,139,30,23,20,1,22,1,5,6,0,35,sa738956
2017,Caleb Hamilton,MIN,LEVEL,22,0,0,0,1,0,0,0,0,0,,1,4,0,0,0,0,1,0,0,0,0,2,sa738961
2014,Tyler Brunnemann,HOU,LEVEL,22,0,2,1.86207019,25,0,0,0,3,0,,48.1,187,33,12,10,3,10,0,1,4,0,51,sa738966
2018,Brock Carpenter,LAD,LEVEL,23,1,0,0,2,0,0,0,0,0,,3,11,2,0,0,0,0,0,0,0,0,1,sa738974
2015,Jacob Smigelski,MIA,LEVEL,23,0,0,3.375,5,0,0,0,0,0,,8,41,7,3,3,0,10,0,1,1,0,9,sa738976
2014,Kevin Herget,STL,LEVEL,23,6,3,2.806932177,35,1,0,0,2,2,,67.1,285,59,29,21,6,27,1,1,10,0,85,sa738986
2017,Hayden Howard,WSN,LEVEL,23,4,2,2.947599628,31,2,0,0,5,1,,76.1,334,77,38,25,6,23,0,3,6,0,74,sa738994
2018,Chris Viall,NYM,LEVEL,22,3,7,4.748746267,15,15,0,0,0,0,,66.1,304,61,42,35,8,41,0,9,14,0,94,sa738995
2019,Chris Viall,NYM,LEVEL,23,0,1,9.553831296,19,0,0,0,2,0,,21.2,109,28,24,23,2,14,1,2,7,0,24,sa738995
2017,Robbie Tenerowicz,TBR,LEVEL,22,0,0,13.50003339,1,0,0,0,0,0,,1.1,7,1,2,2,0,2,0,0,0,0,0,sa738999
2017,Bryan Baker,COL,LEVEL,22,7,2,1.656442687,26,2,0,0,0,1,,54.1,214,41,16,10,3,13,0,3,1,0,57,sa739000
2014,Arturo Reyes,STL,LEVEL,22,6,8,3.668468298,23,22,0,0,0,0,,122.2,523,123,55,50,8,34,1,5,8,0,104,sa739006
2014,Ben Carlson,LAA,LEVEL,23,3,2,2.604059502,52,0,0,0,14,5,,65.2,283,69,27,19,2,17,1,2,4,0,62,sa739009
2017,Garrett Cortright,MIA,LEVEL,25,0,0,18,1,0,0,0,0,0,,1,7,2,2,2,1,2,0,0,0,0,1,sa739011
2014,Garrett Cortright,BAL,LEVEL,22,1,3,3.9375,19,0,0,0,1,2,,32,139,35,14,14,3,11,0,0,0,0,22,sa739011
2015,Garrett Cortright,BAL,LEVEL,23,3,1,0.957446809,34,0,0,0,12,1,,47,185,38,13,5,2,7,0,3,3,0,34,sa739011
2017,Sal Mendez,TEX,LEVEL,22,6,6,4.708183264,25,9,0,0,0,0,,93.2,425,114,61,49,8,28,0,6,2,0,71,sa739012
2018,Sal Mendez,TEX,LEVEL,23,3,4,1.657894737,17,0,0,0,2,3,,38,148,24,10,7,0,10,1,1,4,1,30,sa739012
2016,Williams Ramirez,MIN,LEVEL,23,3,1,2.618181818,29,0,0,0,4,2,,55,222,24,16,16,1,34,0,4,5,1,66,sa739056
2018,Ronald Sanchez,NYM,LEVEL,24,0,0,5.192305788,6,0,0,0,0,0,,8.2,42,9,6,5,1,5,0,1,2,0,8,sa739207
2016,Angel Mejia,SDP,LEVEL,21,1,3,6.923076923,5,2,0,0,0,0,,13,70,25,15,10,0,5,0,0,4,0,5,sa739255
2016,Angel German,LAD,LEVEL,20,1,2,7.448288844,20,0,0,0,2,1,,19.1,92,18,18,16,3,13,0,3,6,0,17,sa739256
2017,Angel German,LAD,LEVEL,21,1,0,1.909090909,21,0,0,0,7,1,,33,135,22,9,7,0,14,0,3,2,0,37,sa739256
2017,Angel German,PIT,LEVEL,21,0,0,1.8,9,0,0,0,1,0,,10,46,9,2,2,0,8,0,0,2,0,9,sa739256
2014,Marc Magliaro,COL,LEVEL,24,0,0,6,3,0,0,0,0,0,,3,12,3,2,2,0,1,0,0,0,0,1,sa739267
2014,Andrew Mitchell,CHW,LEVEL,22,4,3,5.372451907,31,5,0,0,0,2,,65.1,307,51,42,39,3,67,0,5,23,0,83,sa739281
2014,Ryan Etsell,LAA,LEVEL,22,5,4,4.111111111,18,15,0,0,0,0,,81,347,89,44,37,10,24,0,3,5,2,70,sa739294
2016,Evan Smith,TOR,LEVEL,20,0,0,13.50000805,4,0,0,0,0,0,,5.1,31,12,8,8,0,2,0,0,2,0,6,sa739307
2015,Kevin Guzman,LAD,LEVEL,20,5,7,3.903614458,17,15,1,0,0,0,,83,359,94,45,36,5,29,0,2,2,4,62,sa739328
2016,Kevin Guzman,MIA,LEVEL,21,1,4,3.903609703,7,5,0,0,0,0,,27.2,120,22,18,12,1,8,0,6,3,0,28,sa739328
2017,Robert Corniel,HOU,LEVEL,22,1,0,5.082358986,15,0,0,0,1,2,,28.1,129,24,16,16,1,21,0,1,6,0,26,sa739468
2018,Robert Corniel,HOU,LEVEL,23,0,1,5.837853788,9,0,0,0,0,1,,12.1,59,13,9,8,0,8,0,0,1,0,22,sa739468
2018,Joaquin De La Cruz,MIL,LEVEL,22,0,2,7,4,1,0,0,0,0,,9,47,16,8,7,1,9,0,0,1,0,3,sa739539
2014,Spencer Trygg,LAA,LEVEL,24,0,1,4.5,3,0,0,0,0,1,,4,19,3,2,2,1,3,0,1,2,1,4,sa739557
2014,Luis Ysla,SFG,LEVEL,22,6,7,2.447808919,24,23,0,0,0,0,,121.1,513,104,42,33,8,45,1,11,8,3,115,sa739569
2017,Lenix Osuna,LAD,LEVEL,21,0,1,9,5,1,0,0,0,0,,11,56,14,13,11,0,6,0,1,0,0,10,sa739579
2014,Daniel McGrath,BOS,LEVEL,19,6,6,4.068494639,19,19,1,0,0,0,,97.1,423,80,51,44,9,52,0,2,9,0,81,sa739598
2015,Yunior Marte,KCR,LEVEL,20,4,5,6.441620873,18,11,0,0,0,2,,65.2,322,80,59,47,4,38,0,12,14,1,60,sa739617
2016,Yunior Marte,KCR,LEVEL,21,6,8,4.205607477,26,7,0,0,1,0,,107,467,94,54,50,9,55,0,10,19,3,103,sa739617
2016,Willian Soto,LAD,LEVEL,20,0,1,7.2,1,0,0,0,0,1,,5,23,7,4,4,0,0,0,2,1,0,0,sa739645
2017,Willian Soto,LAD,LEVEL,21,5,1,3.475244243,10,2,0,0,0,1,,33.2,150,46,16,13,3,10,0,0,4,1,30,sa739645
2016,Sam Holland,LAA,LEVEL,22,3,1,0.574468703,19,0,0,0,8,1,,31.1,114,16,4,2,0,3,1,2,1,0,24,sa739649
2014,Tripp Davis,KCR,LEVEL,23,2,2,4.946561284,16,2,0,0,0,1,,43.2,201,57,25,24,5,13,1,4,2,0,40,sa739650
2015,Tripp Davis,KCR,LEVEL,24,0,0,0,2,0,0,0,0,0,,4,15,2,0,0,0,3,0,0,0,0,2,sa739650
2014,Ryan Wertenberger,MIA,LEVEL,24,2,1,4.41509434,16,9,0,0,0,0,,53,236,60,35,26,8,19,0,1,4,0,42,sa739658
2014,Joe Lovecchio,TOR,LEVEL,23,0,0,2.347825113,4,0,0,0,0,0,,7.2,32,7,2,2,0,3,0,1,0,0,5,sa739665
2014,Phil Kish,TOR,LEVEL,24,5,5,2.772971544,35,0,0,0,3,3,,61.2,253,61,24,19,3,11,0,0,2,0,48,sa739666
2015,Phil Kish,TOR,LEVEL,25,1,4,5.672264362,30,0,0,0,7,1,,39.2,194,59,30,25,2,13,2,2,5,0,29,sa739666
2015,Scarlyn Reyes,NYM,LEVEL,25,10,4,3.399279269,16,16,1,1,0,0,,92.2,398,87,47,35,5,32,0,7,6,3,78,sa739684
2013,Armando Rivero,CHC,LEVEL,25,0,0,5.400009925,11,0,0,0,1,0,,18.1,83,19,11,11,4,9,1,1,1,0,28,sa739701
2015,Domingo Acevedo,NYY,LEVEL,21,0,0,5.399989314,1,1,0,0,0,0,,1.2,8,2,1,1,0,1,0,0,1,0,1,sa739716
2016,Domingo Acevedo,NYY,LEVEL,22,3,1,1.898436086,8,8,0,0,0,0,,42.2,164,34,13,9,1,7,0,1,1,0,48,sa739716
2014,Jake Sanchez,CHW,LEVEL,24,5,4,2.803278689,15,9,1,0,3,0,,61,260,56,26,19,6,14,0,5,1,0,66,sa739743
2015,Sean Furney,ATL,LEVEL,24,7,8,3.026548673,21,14,4,0,0,0,,113,467,97,41,38,5,41,0,3,10,0,63,sa739747
2014,Sean Furney,ARI,LEVEL,23,9,8,4.221012888,22,22,1,0,0,0,,123.2,535,144,66,58,11,25,1,5,9,2,80,sa739747
2015,Kyle Grana,STL,LEVEL,24,2,2,0.784884156,54,0,0,0,24,2,,57.1,237,35,9,5,0,32,2,3,5,0,69,sa739757
2017,Kyle Grana,LAD,LEVEL,26,0,0,3.857148506,2,0,0,0,0,1,,2.1,10,1,1,1,0,1,0,1,1,0,2,sa739757
2015,Ryan Doran,ARI,LEVEL,24,1,0,3.483882329,2,2,0,0,0,0,,10.1,41,7,4,4,1,2,0,1,0,0,6,sa739776
2014,Ryan Doran,ARI,LEVEL,23,4,0,3,6,5,1,0,0,0,,33,128,27,12,11,1,4,0,1,0,0,27,sa739776
2015,Bernardo Reyes,LAD,LEVEL,19,1,0,0,1,0,0,0,0,0,,2,8,0,0,0,0,1,0,1,0,0,2,sa739830
2016,Bernardo Reyes,LAD,LEVEL,20,0,0,0,1,0,0,0,0,0,,1,3,0,0,0,0,0,0,0,0,0,1,sa739830
2014,Tyler Spurlin,MIL,LEVEL,23,3,1,2.963418287,16,0,0,0,0,1,,27.1,109,21,11,9,2,13,0,1,1,0,16,sa739833
2014,Brandon Lee,STL,LEVEL,23,1,2,6.328134995,15,0,0,0,1,3,,21.1,96,28,16,15,2,9,0,0,2,0,16,sa739846
2015,Tom Jameson,ARI,LEVEL,23,1,0,3.712495309,17,0,0,0,0,0,,26.2,105,24,11,11,1,11,0,1,3,0,21,sa739877
2014,Tom Jameson,ARI,LEVEL,22,1,0,4.049997241,27,0,0,0,0,1,,46.2,191,50,22,21,3,5,0,1,2,0,37,sa739877
2017,Estarlin Arias,STL,LEVEL,23,1,1,1.421048851,10,0,0,0,1,0,,12.2,48,5,2,2,1,5,0,2,1,0,12,sa739879
2017,Carlos Felix,LAD,LEVEL,21,1,1,3.857142857,3,2,0,0,0,0,,14,62,19,9,6,1,3,0,0,1,0,14,sa740138
2014,Cody Ferrell,CLE,LEVEL,24,0,1,13.49993201,1,0,0,0,0,0,,0.2,6,0,1,1,0,4,0,0,1,0,0,sa740281
2015,David Reid-Foley,LAD,LEVEL,24,2,2,2.608695652,33,0,0,0,0,2,,69,286,63,26,20,3,21,0,3,1,1,56,sa740295
2017,Jairo Beras,TEX,LEVEL,22,0,1,5.400013647,13,0,0,0,0,0,,13.1,63,11,8,8,2,9,0,2,4,0,14,sa740444
2014,Omar Luis,NYY,LEVEL,21,2,4,5.707317073,16,3,0,0,0,1,,41,197,41,29,26,4,30,0,6,6,0,25,sa740520
2015,Edgar Gomez,TBR,LEVEL,22,6,4,4.354840853,35,0,0,0,6,2,,72.1,320,90,40,35,6,16,1,1,4,1,55,sa740804
2017,Luis Ledo,CHW,LEVEL,22,0,0,11.25,5,0,0,0,0,0,,4,25,6,5,5,2,5,0,1,1,0,5,sa740812
2018,Luis Ledo,CHW,LEVEL,23,7,2,4.952665517,32,1,0,0,0,2,,56.1,255,56,35,31,6,38,0,1,9,0,59,sa740812
2014,Josh Davis,CHC,LEVEL,23,1,2,4.108704681,7,1,0,0,0,1,,15.1,70,22,13,7,0,2,0,0,3,0,11,sa741181
2016,Johan Juan,TEX,LEVEL,22,0,0,4.846153846,8,0,0,0,1,1,,13,59,16,7,7,3,4,0,0,0,2,10,sa741938
2015,Daniel Missaki,SEA,LEVEL,19,1,2,3.407770146,6,6,0,0,0,0,,34.1,133,31,14,13,0,5,0,0,1,1,34,sa741947
2016,Jon Fitzsimmons,CLE,LEVEL,24,1,0,3.30612927,10,0,0,0,0,1,,16.1,67,9,8,6,1,9,0,0,2,0,25,sa742508
2014,Troy Neiman,COL,LEVEL,23,7,1,1.588236007,47,0,0,0,6,2,,79.1,313,52,16,14,2,21,0,6,12,0,89,sa743088
2013,Al Yevoli,CHC,LEVEL,23,0,0,3.15,11,0,0,0,0,1,,20,88,23,9,7,0,7,0,1,2,0,19,sa744731
2017,Rodrigo Benoit,MIL,LEVEL,23,0,0,6.567585511,6,0,0,0,0,0,,12.1,54,14,10,9,3,3,0,0,1,0,13,sa747275
2018,Rodrigo Benoit,MIL,LEVEL,24,0,3,3.558139535,31,0,0,0,10,2,,43,194,40,21,17,3,18,3,3,8,0,56,sa747275
2016,Emerson Martinez,TEX,LEVEL,21,0,6,3.355031479,19,6,1,0,0,1,,56.1,246,54,27,21,2,22,1,3,6,0,48,sa747285
2017,Emerson Martinez,TEX,LEVEL,22,2,1,1.6875,3,3,0,0,0,0,,16,64,15,6,3,2,4,0,0,0,1,12,sa747285
2016,Brody Greer,ARI,LEVEL,25,0,1,6.230766945,6,0,0,0,0,0,,8.2,37,10,6,6,0,2,0,0,0,1,13,sa747416
2019,Francys Peguero,WSN,LEVEL,23,2,8,2.945453401,17,17,0,0,0,0,,91.2,392,96,40,30,12,19,0,5,7,0,80,sa748442
2018,Jose Disla,TBR,LEVEL,22,0,1,2.949577468,22,0,0,0,3,1,,39.2,162,29,19,13,4,13,0,0,4,0,56,sa748874
2017,Pedro Silverio,CHC,LEVEL,23,4,5,4.850296631,28,0,0,0,1,1,,55.2,255,59,35,30,3,27,0,4,5,0,62,sa749438
2014,Nik Nowottnick,BAL,LEVEL,22,1,0,3.375,7,0,0,0,0,0,,8,38,7,5,3,0,4,0,2,0,0,6,sa749808
2015,Nik Nowottnick,BAL,LEVEL,23,0,0,0,2,0,0,0,0,0,,2.1,9,2,0,0,0,1,0,0,0,0,1,sa749808
2014,Carlos Misell,SEA,LEVEL,22,8,12,4.902618684,26,26,0,0,0,0,,126.2,570,149,82,69,15,48,0,4,9,0,96,sa750535
2015,Jeferson Mejia,ARI,LEVEL,20,0,2,6.291267961,10,6,0,0,0,0,,34.1,173,38,29,24,1,31,0,5,8,0,17,sa751022
2016,Jeferson Mejia,ARI,LEVEL,21,0,1,2.7,5,0,0,0,0,0,,10,37,5,3,3,0,3,0,1,4,0,16,sa751022
2017,Jeferson Mejia,ARI,LEVEL,22,1,1,6.084498379,18,0,0,0,0,0,,23.2,113,22,17,16,1,22,0,1,7,0,27,sa751022
2019,Jeferson Mejia,OAK,LEVEL,24,0,0,90,3,0,0,0,0,0,,1,16,5,10,10,0,8,0,0,3,0,1,sa751022
2014,Matt Alvarez,KCR,LEVEL,23,5,7,5.154547957,30,7,0,0,3,1,,73.1,334,63,45,42,3,52,1,4,7,2,72,sa752901
2015,Cam Booser,MIN,LEVEL,23,1,2,3.717391304,32,0,0,0,10,3,,46,204,31,23,19,1,40,0,1,9,2,64,sa754843
2016,Cam Booser,MIN,LEVEL,24,0,2,12.4054393,12,0,0,0,0,0,,12.1,75,12,19,17,1,23,0,3,6,0,14,sa754843
2017,Erasmo Pinales,HOU,LEVEL,22,3,1,3.315789474,21,0,0,0,6,2,,38,156,28,16,14,2,17,0,1,3,0,36,sa795280
2014,Race Parmenter,ATL,LEVEL,23,0,1,8.099996138,5,0,0,0,0,2,,6.2,34,12,7,6,2,2,0,0,0,0,5,sa824819
2014,Brady Feigl,ATL,LEVEL,23,2,3,3.503814243,25,0,0,0,0,0,,43.2,193,49,21,17,2,9,3,1,5,0,37,sa824867
2014,Steven Messner,SFG,LEVEL,24,7,5,4.172727273,31,12,0,0,0,1,,110,499,139,67,51,3,39,1,6,15,1,82,sa825117
2014,Pete Perez,ATL,LEVEL,23,0,4,3.277454841,44,0,0,0,7,4,,57.2,251,63,30,21,3,15,2,2,5,0,59,sa825570
2014,Jake Roberts,ARI,LEVEL,23,1,1,2.842097702,12,0,0,0,1,1,,12.2,54,7,7,4,1,9,0,2,1,0,11,sa826328
2017,Erling Moreno,CHC,LEVEL,20,2,4,4.21875,14,14,0,0,0,0,,64,264,56,38,30,3,31,0,3,6,1,57,sa827076
2018,Erling Moreno,CHC,LEVEL,21,2,3,3.857140828,12,11,0,0,0,1,,67.2,291,67,32,29,1,27,0,5,4,1,41,sa827076
2015,David Armendariz,CLE,LEVEL,23,0,0,13.5,2,0,0,0,0,0,,2,11,4,3,3,2,0,0,0,0,0,2,sa827133
2017,Tucker Tubbs,BOS,LEVEL,24,1,0,0.75,5,0,0,0,0,0,,12,47,8,1,1,1,2,0,1,1,0,9,sa827145
2017,Mitchell Gunsolus,BOS,LEVEL,24,0,1,27,1,0,0,0,0,0,,1,6,4,3,3,0,0,0,0,0,0,0,sa827150
2016,Kenny Koplove,PHI,LEVEL,22,0,1,15.42852687,10,0,0,0,0,0,,11.2,68,20,20,20,3,14,0,0,2,0,9,sa827154
2017,Kenny Koplove,PHI,LEVEL,23,0,0,27.00002768,2,0,0,0,0,0,,3.1,23,5,10,10,0,8,0,1,1,0,3,sa827154
2014,Brian Miller,TBR,LEVEL,21,0,1,6.75,7,0,0,0,3,1,,8,41,15,6,6,0,1,0,1,1,0,8,sa827168
2015,Brian Miller,TBR,LEVEL,22,3,3,1.85142958,38,0,0,0,7,1,,58.1,230,44,15,12,2,11,1,2,5,0,38,sa827168
2016,Logan Ratledge,PIT,LEVEL,23,1,0,9,4,0,0,0,0,0,,4,20,7,4,4,1,1,0,0,0,1,2,sa827169
2017,Logan Ratledge,PIT,LEVEL,24,0,1,36,1,0,0,0,0,0,,1,8,3,4,4,0,2,0,0,0,0,1,sa827169
2014,Nick Howard,CIN,LEVEL,21,2,1,3.742570724,11,5,0,0,0,0,,33.2,136,28,15,14,4,11,0,1,0,0,23,sa827196
2017,Luis Carrasco,PHI,LEVEL,22,1,3,4.426236843,4,4,0,0,0,0,,20.1,87,21,11,10,2,10,0,1,3,0,11,sa827249
2018,Luis Carrasco,PHI,LEVEL,23,5,2,3.104998342,30,1,0,0,4,3,,66.2,280,64,25,23,2,27,0,2,18,1,59,sa827249
2019,Luis Carrasco,PHI,LEVEL,24,0,0,1.687494669,8,0,0,0,2,0,,10.2,40,3,2,2,0,7,0,0,3,0,12,sa827249
2017,Orlando Romero,TBR,LEVEL,20,1,4,4.137099956,24,0,0,0,7,1,,41.1,183,35,24,19,3,24,1,1,4,0,48,sa827251
2018,Orlando Romero,TBR,LEVEL,21,3,1,2.903225806,18,0,0,0,4,1,,31,117,13,11,10,3,10,0,1,6,0,39,sa827251
2016,Skyler Ewing,SFG,LEVEL,23,0,0,0,1,0,0,0,1,0,,1,4,1,0,0,0,0,0,0,0,0,2,sa827317
2015,Michael Gunn,BOS,LEVEL,22,0,3,6.075,20,0,0,0,1,0,,40,190,44,27,27,3,29,3,2,7,0,40,sa827321
2017,Bobby Melley,TBR,LEVEL,23,0,0,0,2,0,0,0,0,0,,1.1,6,0,0,0,0,2,0,0,0,0,0,sa827324
2016,Trey Killian,COL,LEVEL,22,12,6,3.874724285,26,26,0,0,0,0,,146.1,605,144,69,63,14,36,0,3,8,0,136,sa827345
2016,Michael Costello,BAL,LEVEL,23,1,3,5.639237103,15,7,0,0,0,0,,52.2,235,63,41,33,9,8,0,5,3,0,44,sa827371
2015,Kody Kerski,SEA,LEVEL,23,4,3,1.8,40,0,0,0,8,8,,60,254,59,22,12,1,15,4,3,4,0,62,sa827378
2017,Kody Kerski,SEA,LEVEL,25,0,0,0,2,0,0,0,0,0,,2,8,1,0,0,0,0,0,0,0,0,3,sa827378
2015,Michael Kraft,TOR,LEVEL,23,0,1,8.099996138,6,0,0,0,1,0,,6.2,30,4,7,6,1,5,0,0,0,0,5,sa827379
2017,Kyle Kubat,CHW,LEVEL,24,3,2,1.115703359,21,1,0,0,2,0,,40.1,158,26,8,5,0,6,0,3,3,0,48,sa827380
2016,Kyle Kubat,KCR,LEVEL,23,1,1,1.760873435,6,0,0,0,1,1,,15.1,59,9,4,3,1,1,0,0,2,0,12,sa827380
2015,Nigel Nootbaar,BAL,LEVEL,22,4,2,7.333333333,21,0,0,0,0,2,,27,130,33,24,22,1,15,0,2,8,0,17,sa827383
2015,Pat Peterson,SEA,LEVEL,22,6,6,4.486167642,27,17,0,0,0,0,,108.1,488,111,68,54,5,44,0,7,12,1,89,sa827384
2016,Pat Peterson,SEA,LEVEL,23,0,0,4.909086334,3,0,0,0,0,1,,3.2,17,5,2,2,0,1,0,0,1,0,3,sa827384
2015,David Speer,CLE,LEVEL,22,5,5,1.732621204,38,0,0,0,2,2,,62.1,256,66,26,12,4,14,2,0,2,0,59,sa827385
2015,Jacob Dorris,HOU,LEVEL,22,1,0,0,4,0,0,0,1,0,,7,25,3,0,0,0,1,0,0,1,0,9,sa827396
2016,Jacob Dorris,HOU,LEVEL,23,1,0,4.218736673,7,0,0,0,0,0,,10.2,46,11,5,5,0,5,0,0,0,1,11,sa827396
2015,Matt Gage,SFG,LEVEL,22,4,4,4.073277737,15,15,0,0,0,0,,77.1,319,87,43,35,3,13,0,1,3,1,71,sa827398
2015,Dominic Moreno,DET,LEVEL,22,1,1,3.223885461,13,0,0,0,3,2,,22.1,95,19,10,8,0,5,1,1,5,0,24,sa827405
2016,Eric Karch,LAA,LEVEL,24,2,6,3.407770146,17,2,0,0,0,2,,34.1,156,43,21,13,3,8,2,2,5,0,33,sa827415
2016,Eric Karch,PIT,LEVEL,24,0,1,5.744668495,8,0,0,0,0,2,,15.2,63,14,10,10,1,5,0,0,2,0,18,sa827415
2016,Chris Murphy,HOU,LEVEL,23,5,7,3.884210526,24,12,1,1,2,1,,95,407,106,50,41,10,21,1,9,6,0,52,sa827417
2016,Daniel Koger,COL,LEVEL,22,0,2,7.615384615,19,0,0,0,0,1,,26,118,40,22,22,5,7,0,1,2,0,21,sa827428
2016,Preston Morrison,CHC,LEVEL,22,9,4,2.241878121,17,16,0,0,1,0,,92.1,380,85,34,23,2,23,0,1,5,0,85,sa827432
2017,Alex Robinson,MIN,LEVEL,22,2,5,2.842105263,28,0,0,0,2,0,,38,159,29,12,12,2,15,0,2,5,0,51,sa827436
2015,Trey Teakell,DET,LEVEL,23,3,1,2.057142857,13,2,0,0,2,0,,35,143,33,9,8,0,7,1,0,4,0,24,sa827438
2016,Alex Farina,MIL,LEVEL,23,5,2,2.833333333,33,0,0,0,0,3,,54,234,53,19,17,2,26,2,2,4,1,39,sa827441
2015,Johnathan Frebis,CHW,LEVEL,22,1,0,10.28571429,5,0,0,0,1,1,,7,39,11,8,8,1,7,0,0,0,1,6,sa827443
2016,Johnathan Frebis,CHW,LEVEL,23,8,10,4.790322581,29,25,0,0,0,0,,124,541,137,71,66,5,48,1,8,10,1,71,sa827443
2015,Mason McCullough,ARI,LEVEL,22,0,0,4.15384463,9,0,0,0,4,2,,8.2,42,6,4,4,0,7,0,3,2,0,10,sa827446
2016,Mason McCullough,ARI,LEVEL,23,0,1,4.685954107,30,0,0,0,1,0,,40.1,178,35,23,21,2,29,0,2,12,0,50,sa827446
2016,Jordan DeLorenzo,STL,LEVEL,23,0,0,16.19996794,2,0,0,0,0,0,,1.2,12,5,3,3,1,1,0,1,0,0,0,sa827452
2016,Andrew Istler,LAD,LEVEL,23,0,0,0.964283974,11,0,0,0,1,0,,18.2,70,11,3,2,0,2,0,1,0,0,21,sa827457
2016,Sarkis Ohanian,CIN,LEVEL,22,0,3,3.311323734,34,0,0,0,13,3,,35.1,142,20,15,13,1,13,0,1,11,0,61,sa827459
2018,Sarkis Ohanian,CIN,LEVEL,24,2,1,9,11,0,0,0,2,1,,12,63,14,16,12,2,10,0,1,0,0,15,sa827459
2015,Austin Pettibone,TEX,LEVEL,22,3,7,4.347455659,22,13,0,0,0,1,,78.2,341,87,48,38,7,14,0,3,2,2,50,sa827460
2015,Andrew Thome,HOU,LEVEL,22,0,0,0,1,0,0,0,0,0,,4,15,3,1,0,0,1,0,0,0,0,2,sa827462
2016,Andrew Thome,HOU,LEVEL,23,2,1,1.883718716,12,0,0,0,4,1,,28.2,112,23,8,6,2,4,0,2,3,0,16,sa827462
2015,Lucas Long,BAL,LEVEL,22,2,4,4.909090909,11,8,0,0,0,0,,44,179,44,25,24,5,9,0,1,0,0,35,sa827466
2016,Lucas Long,BAL,LEVEL,23,0,0,0.5,3,3,0,0,0,0,,18,65,10,1,1,0,1,0,0,0,0,17,sa827466
2015,Jared Miller,ARI,LEVEL,21,4,5,5.88267843,13,12,0,0,0,0,,59.2,278,69,48,39,5,31,0,2,9,0,42,sa827467
2016,Jared Miller,ARI,LEVEL,22,0,0,0,9,0,0,0,2,0,,14.1,52,4,0,0,0,5,0,0,1,0,21,sa827467
2015,Jeremy Rhoades,LAA,LEVEL,22,5,5,2.689655172,16,15,0,0,0,0,,87,351,75,27,26,4,19,0,5,9,0,78,sa827471
2017,Dalton Brown,MIL,LEVEL,23,0,0,14.727259,2,0,0,0,0,0,,3.2,21,12,7,6,1,0,0,0,1,0,2,sa827474
2016,Andro Cutura,MIN,LEVEL,22,3,1,5.142857143,6,6,0,0,0,0,,28,127,25,17,16,0,15,0,3,6,0,28,sa827476
2015,Ryan Riga,CHW,LEVEL,22,0,1,4.764720049,8,0,0,0,2,2,,11.1,50,14,7,6,1,3,0,1,1,0,9,sa827479
2016,Ryan Riga,CHW,LEVEL,23,0,3,4.841382495,19,5,0,0,0,0,,48.1,209,50,27,26,4,19,0,5,8,2,46,sa827479
2016,Alex Katz,CHW,LEVEL,21,0,1,3.442950816,30,0,0,0,1,0,,49.2,210,46,21,19,1,19,0,3,5,0,50,sa827486
2017,Alex Katz,CHW,LEVEL,22,0,1,4.39535917,10,0,0,0,0,0,,14.1,65,15,10,7,1,8,0,0,2,0,17,sa827486
2018,Alex Katz,BAL,LEVEL,23,3,2,4.263160952,25,0,0,0,1,1,,44.1,199,46,31,21,2,25,0,3,4,0,47,sa827486
2017,Michael Matuella,TEX,LEVEL,23,4,6,4.2,21,20,0,0,0,0,,75,329,88,42,35,6,23,0,6,4,0,60,sa827490
2015,Jordan Minch,CHC,LEVEL,21,0,4,4.308508453,36,0,0,0,3,2,,62.2,289,70,41,30,2,32,0,8,4,2,46,sa827492
2017,Manuel Rodriguez,CHC,LEVEL,20,0,0,5.399997425,4,0,0,0,2,0,,6.2,34,8,5,4,2,5,0,0,2,0,5,sa827607
2018,Manuel Rodriguez,CHC,LEVEL,21,3,5,7.586782839,32,0,0,0,3,6,,40.1,214,52,41,34,2,36,2,6,6,0,64,sa827607
2019,Jesus Severino,TOR,LEVEL,22,0,0,0,1,0,0,0,0,0,,0.1,1,0,0,0,0,0,0,0,0,0,0,sa827943
2018,Samir Vivas,TEX,LEVEL,23,0,0,7.297317235,7,0,0,0,1,0,,12.1,60,14,10,10,1,7,0,0,1,0,16,sa827957
2018,Carlos Hernandez,NYM,LEVEL,23,1,3,3.585934828,28,0,0,0,4,1,,42.2,178,31,21,17,4,19,1,3,3,1,51,sa827961
